case_id,activity,timestamp_raw,timestamp_iso,year,resource,category,case_item_category,case_company,case_document_type
2000000019_00001,SRM: In Transfer to Execution Syst.,2019-01-17T10:59:00.000Z,2019-01-17T10:59:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000019_00001,SRM: Transfer Failed (E.Sys.),2019-01-17T10:59:00.000Z,2019-01-17T10:59:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000020_00001,Clear Invoice,2019-01-04T22:59:00.000Z,2019-01-04T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000020_00001,SRM: In Transfer to Execution Syst.,2019-01-17T10:59:00.000Z,2019-01-17T10:59:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000020_00001,SRM: Transfer Failed (E.Sys.),2019-01-17T10:59:00.000Z,2019-01-17T10:59:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000022_00001,Clear Invoice,2019-01-04T22:59:00.000Z,2019-01-04T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000022_00001,SRM: In Transfer to Execution Syst.,2019-01-17T10:59:00.000Z,2019-01-17T10:59:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000022_00001,SRM: Transfer Failed (E.Sys.),2019-01-17T10:59:00.000Z,2019-01-17T10:59:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000023_00001,SRM: In Transfer to Execution Syst.,2019-01-17T10:59:00.000Z,2019-01-17T10:59:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000027_00001,Clear Invoice,2019-01-10T14:45:00.000Z,2019-01-10T14:45:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000035_00001,SRM: In Transfer to Execution Syst.,2019-01-17T10:59:00.000Z,2019-01-17T10:59:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000035_00001,SRM: Transfer Failed (E.Sys.),2019-01-17T10:59:00.000Z,2019-01-17T10:59:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000036_00001,SRM: In Transfer to Execution Syst.,2019-01-17T10:59:00.000Z,2019-01-17T10:59:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000036_00001,SRM: Transfer Failed (E.Sys.),2019-01-17T10:59:00.000Z,2019-01-17T10:59:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000040_00001,Record Goods Receipt,2019-01-09T14:08:00.000Z,2019-01-09T14:08:00+00:00,2019,user_000,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000040_00001,Record Service Entry Sheet,2019-01-09T14:08:00.000Z,2019-01-09T14:08:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Vendor creates invoice,2019-01-02T22:59:00.000Z,2019-01-02T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Clear Invoice,2019-01-03T15:12:00.000Z,2019-01-03T15:12:00+00:00,2019,user_005,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Vendor creates invoice,2019-01-03T22:59:00.000Z,2019-01-03T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Clear Invoice,2019-01-03T22:59:00.000Z,2019-01-03T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Record Goods Receipt,2019-01-04T09:58:00.000Z,2019-01-04T09:58:00+00:00,2019,user_000,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Record Service Entry Sheet,2019-01-04T09:58:00.000Z,2019-01-04T09:58:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Record Goods Receipt,2019-01-04T10:03:00.000Z,2019-01-04T10:03:00+00:00,2019,user_000,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Record Service Entry Sheet,2019-01-04T10:03:00.000Z,2019-01-04T10:03:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Record Goods Receipt,2019-01-04T10:07:00.000Z,2019-01-04T10:07:00+00:00,2019,user_000,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Record Service Entry Sheet,2019-01-04T10:07:00.000Z,2019-01-04T10:07:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Record Goods Receipt,2019-01-04T11:24:00.000Z,2019-01-04T11:24:00+00:00,2019,user_000,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Record Service Entry Sheet,2019-01-04T11:24:00.000Z,2019-01-04T11:24:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Record Invoice Receipt,2019-01-04T14:34:00.000Z,2019-01-04T14:34:00+00:00,2019,user_012,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Record Invoice Receipt,2019-01-08T08:46:00.000Z,2019-01-08T08:46:00+00:00,2019,user_013,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Record Invoice Receipt,2019-01-09T08:28:00.000Z,2019-01-09T08:28:00+00:00,2019,user_012,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Record Invoice Receipt,2019-01-09T08:38:00.000Z,2019-01-09T08:38:00+00:00,2019,user_012,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000047_00001,Clear Invoice,2019-01-10T14:45:00.000Z,2019-01-10T14:45:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000055_00001,Clear Invoice,2019-01-04T22:59:00.000Z,2019-01-04T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000055_00001,Clear Invoice,2019-01-10T14:46:00.000Z,2019-01-10T14:46:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000056_00001,Record Invoice Receipt,2019-01-03T05:38:00.000Z,2019-01-03T05:38:00+00:00,2019,user_001,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000057_00001,Clear Invoice,2019-01-04T22:59:00.000Z,2019-01-04T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000057_00001,Clear Invoice,2019-01-10T14:46:00.000Z,2019-01-10T14:46:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000058_00001,Clear Invoice,2019-01-04T22:59:00.000Z,2019-01-04T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000058_00001,Clear Invoice,2019-01-10T14:46:00.000Z,2019-01-10T14:46:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000059_00001,Clear Invoice,2019-01-04T22:59:00.000Z,2019-01-04T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000059_00001,Record Invoice Receipt,2019-01-08T09:48:00.000Z,2019-01-08T09:48:00+00:00,2019,user_013,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000059_00001,Clear Invoice,2019-01-10T14:46:00.000Z,2019-01-10T14:46:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000060_00001,Clear Invoice,2019-01-04T22:59:00.000Z,2019-01-04T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000060_00001,Clear Invoice,2019-01-10T14:46:00.000Z,2019-01-10T14:46:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000061_00001,Clear Invoice,2019-01-04T22:59:00.000Z,2019-01-04T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000061_00001,Clear Invoice,2019-01-10T14:46:00.000Z,2019-01-10T14:46:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000064_00001,Clear Invoice,2019-01-04T22:59:00.000Z,2019-01-04T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000064_00001,Record Goods Receipt,2019-01-08T12:19:00.000Z,2019-01-08T12:19:00+00:00,2019,user_000,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000064_00001,Record Service Entry Sheet,2019-01-08T12:19:00.000Z,2019-01-08T12:19:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000064_00001,Record Invoice Receipt,2019-01-09T10:35:00.000Z,2019-01-09T10:35:00+00:00,2019,user_015,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000064_00001,Clear Invoice,2019-01-10T14:46:00.000Z,2019-01-10T14:46:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000065_00001,Clear Invoice,2019-01-04T22:59:00.000Z,2019-01-04T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000065_00001,Clear Invoice,2019-01-10T14:46:00.000Z,2019-01-10T14:46:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000066_00001,Clear Invoice,2019-01-04T22:59:00.000Z,2019-01-04T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000066_00001,Clear Invoice,2019-01-10T14:46:00.000Z,2019-01-10T14:46:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000067_00001,Clear Invoice,2019-01-05T22:59:00.000Z,2019-01-05T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000067_00001,Clear Invoice,2019-01-10T14:46:00.000Z,2019-01-10T14:46:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000068_00001,Clear Invoice,2019-01-04T22:59:00.000Z,2019-01-04T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000068_00001,Record Invoice Receipt,2019-01-08T10:09:00.000Z,2019-01-08T10:09:00+00:00,2019,user_012,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000068_00001,Clear Invoice,2019-01-10T14:46:00.000Z,2019-01-10T14:46:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000069_00001,Clear Invoice,2019-01-03T15:12:00.000Z,2019-01-03T15:12:00+00:00,2019,user_005,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000069_00001,Clear Invoice,2019-01-10T14:46:00.000Z,2019-01-10T14:46:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000070_00001,Clear Invoice,2019-01-10T14:46:00.000Z,2019-01-10T14:46:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000072_00001,Clear Invoice,2019-01-04T22:59:00.000Z,2019-01-04T22:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000072_00001,Clear Invoice,2019-01-10T14:46:00.000Z,2019-01-10T14:46:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000081_00001,Record Invoice Receipt,2019-01-08T10:23:00.000Z,2019-01-08T10:23:00+00:00,2019,user_019,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000081_00001,Record Goods Receipt,2019-01-08T12:35:00.000Z,2019-01-08T12:35:00+00:00,2019,user_000,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000081_00001,Record Service Entry Sheet,2019-01-08T12:35:00.000Z,2019-01-08T12:35:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000084_00001,Vendor creates invoice,2017-08-31T21:59:00.000Z,2017-08-31T21:59:00+00:00,2017,NONE,boundary,"3-way match, invoice before GR",companyID_0000,EC Purchase order
2000000093_00001,Vendor creates invoice,2017-12-31T22:59:00.000Z,2017-12-31T22:59:00+00:00,2017,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000097_00001,Vendor creates debit memo,2001-02-23T22:59:00.000Z,2001-02-23T22:59:00+00:00,2001,NONE,extreme,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000097_00001,SRM: In Transfer to Execution Syst.,2019-01-17T11:00:00.000Z,2019-01-17T11:00:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Vendor creates invoice,2017-01-31T22:59:00.000Z,2017-01-31T22:59:00+00:00,2017,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Vendor creates invoice,2017-05-25T21:59:00.000Z,2017-05-25T21:59:00+00:00,2017,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Record Invoice Receipt,2019-01-02T08:54:00.000Z,2019-01-02T08:54:00+00:00,2019,user_020,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Record Invoice Receipt,2019-01-02T08:56:00.000Z,2019-01-02T08:56:00+00:00,2019,user_012,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Record Invoice Receipt,2019-01-02T12:27:00.000Z,2019-01-02T12:27:00+00:00,2019,user_012,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Record Invoice Receipt,2019-01-02T13:35:00.000Z,2019-01-02T13:35:00+00:00,2019,user_019,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Record Invoice Receipt,2019-01-02T16:43:00.000Z,2019-01-02T16:43:00+00:00,2019,user_020,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Record Invoice Receipt,2019-01-03T08:11:00.000Z,2019-01-03T08:11:00+00:00,2019,user_020,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Record Invoice Receipt,2019-01-03T09:25:00.000Z,2019-01-03T09:25:00+00:00,2019,user_012,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Record Invoice Receipt,2019-01-03T09:27:00.000Z,2019-01-03T09:27:00+00:00,2019,user_019,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Record Invoice Receipt,2019-01-04T07:02:00.000Z,2019-01-04T07:02:00+00:00,2019,user_020,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Record Invoice Receipt,2019-01-04T09:52:00.000Z,2019-01-04T09:52:00+00:00,2019,user_013,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Record Invoice Receipt,2019-01-04T12:29:00.000Z,2019-01-04T12:29:00+00:00,2019,user_013,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,SRM: In Transfer to Execution Syst.,2019-01-17T11:00:00.000Z,2019-01-17T11:00:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,SRM: Transfer Failed (E.Sys.),2019-01-17T11:00:00.000Z,2019-01-17T11:00:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Vendor creates invoice,2019-04-30T21:59:00.000Z,2019-04-30T21:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000100_00001,Vendor creates debit memo,2019-04-30T21:59:00.000Z,2019-04-30T21:59:00+00:00,2019,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000107_00001,SRM: In Transfer to Execution Syst.,2019-01-17T11:00:00.000Z,2019-01-17T11:00:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000107_00001,Change Delivery Indicator,2019-01-17T11:00:00.000Z,2019-01-17T11:00:00+00:00,2019,user_000,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000108_00001,SRM: In Transfer to Execution Syst.,2019-01-17T11:00:00.000Z,2019-01-17T11:00:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000108_00001,SRM: Transfer Failed (E.Sys.),2019-01-17T11:00:00.000Z,2019-01-17T11:00:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000109_00001,Vendor creates invoice,2016-05-02T21:59:00.000Z,2016-05-02T21:59:00+00:00,2016,NONE,extreme,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000111_00001,SRM: In Transfer to Execution Syst.,2019-01-17T11:00:00.000Z,2019-01-17T11:00:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000111_00001,SRM: Transfer Failed (E.Sys.),2019-01-17T11:00:00.000Z,2019-01-17T11:00:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000114_00001,SRM: In Transfer to Execution Syst.,2019-01-17T11:00:00.000Z,2019-01-17T11:00:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000114_00001,SRM: Transfer Failed (E.Sys.),2019-01-17T11:00:00.000Z,2019-01-17T11:00:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000115_00001,Vendor creates invoice,2017-12-20T22:59:00.000Z,2017-12-20T22:59:00+00:00,2017,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000115_00001,SRM: In Transfer to Execution Syst.,2019-01-17T11:00:00.000Z,2019-01-17T11:00:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000115_00001,SRM: Transfer Failed (E.Sys.),2019-01-17T11:00:00.000Z,2019-01-17T11:00:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000157_00001,Vendor creates debit memo,2017-03-13T22:59:00.000Z,2017-03-13T22:59:00+00:00,2017,NONE,boundary,"3-way match, invoice before GR",companyID_0000,EC Purchase order
2000000157_00001,Vendor creates invoice,2017-03-13T22:59:00.000Z,2017-03-13T22:59:00+00:00,2017,NONE,boundary,"3-way match, invoice before GR",companyID_0000,EC Purchase order
2000000157_00002,Vendor creates invoice,2017-04-27T21:59:00.000Z,2017-04-27T21:59:00+00:00,2017,NONE,boundary,"3-way match, invoice before GR",companyID_0000,EC Purchase order
2000000157_00002,Vendor creates debit memo,2017-04-27T21:59:00.000Z,2017-04-27T21:59:00+00:00,2017,NONE,boundary,"3-way match, invoice before GR",companyID_0000,EC Purchase order
2000000157_00003,Vendor creates debit memo,2017-05-11T21:59:00.000Z,2017-05-11T21:59:00+00:00,2017,NONE,boundary,"3-way match, invoice before GR",companyID_0000,EC Purchase order
2000000157_00003,Vendor creates invoice,2017-05-11T21:59:00.000Z,2017-05-11T21:59:00+00:00,2017,NONE,boundary,"3-way match, invoice before GR",companyID_0000,EC Purchase order
2000000157_00004,Vendor creates invoice,2017-06-05T21:59:00.000Z,2017-06-05T21:59:00+00:00,2017,NONE,boundary,"3-way match, invoice before GR",companyID_0000,EC Purchase order
2000000158_00001,SRM: In Transfer to Execution Syst.,2019-01-17T11:01:00.000Z,2019-01-17T11:01:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000158_00001,Change Delivery Indicator,2019-01-17T11:01:00.000Z,2019-01-17T11:01:00+00:00,2019,user_000,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000171_00001,SRM: In Transfer to Execution Syst.,2019-01-17T11:01:00.000Z,2019-01-17T11:01:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000188_00001,SRM: In Transfer to Execution Syst.,2019-01-17T11:01:00.000Z,2019-01-17T11:01:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000188_00001,SRM: Transfer Failed (E.Sys.),2019-01-17T11:01:00.000Z,2019-01-17T11:01:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000191_00001,SRM: In Transfer to Execution Syst.,2019-01-17T11:01:00.000Z,2019-01-17T11:01:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000191_00001,SRM: Transfer Failed (E.Sys.),2019-01-17T11:02:00.000Z,2019-01-17T11:02:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000193_00001,SRM: In Transfer to Execution Syst.,2019-01-17T11:02:00.000Z,2019-01-17T11:02:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000198_00001,Clear Invoice,2019-01-10T14:42:00.000Z,2019-01-10T14:42:00+00:00,2019,user_002,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000200_00001,SRM: In Transfer to Execution Syst.,2019-01-17T11:02:00.000Z,2019-01-17T11:02:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000200_00001,SRM: Transfer Failed (E.Sys.),2019-01-17T11:02:00.000Z,2019-01-17T11:02:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000204_00001,Vendor creates invoice,2017-12-05T22:59:00.000Z,2017-12-05T22:59:00+00:00,2017,NONE,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
2000000204_00001,SRM: In Transfer to Execution Syst.,2019-01-17T11:02:00.000Z,2019-01-17T11:02:00+00:00,2019,user_003,boundary,"3-way match, invoice after GR",companyID_0000,EC Purchase order
