transition,h1_observations,h1_frequency_share,valid_block_count,valid_block_min_count,valid_block_max_count,epsilon_median_hours,epsilon_q75_hours,epsilon_q90_hours,epsilon_max_hours,delay_cap_hours,grid_step_hours,candidate_h1_only,phase2b_diagnostic_candidate,h1_mean_capped_elapsed_hours,h1_empirical_cvar95_hours,h1_grid_empirical_cvar95_hours,h1_dro_worst_case_cvar95_hours,epsilon_primary_hours,epsilon0_dro_cvar95_hours,epsilon0_grid_cvar95_hours,epsilon0_abs_difference_hours,frequency_score,mean_burden_score,tail_score,dro_score
Receive Order Confirmation -> Record Goods Receipt,9488,0.014379526754740258,13,317,980,27.326261202973296,33.06473296575829,39.559648078649,41.711936980218766,2160,24,True,True,159.51164629005058,821.797730466554,821.7875210792577,1612.980482652237,39.559648078649,821.7875210792622,821.7875210792577,4.547473508864641e-12,0.014379526754740258,2.293701985520447,11.817062452228637,23.1938960051717
Create Purchase Order Item -> Change Quantity,6068,0.00919634995233599,13,354,590,51.345019079511104,60.037065477908094,86.35319524849585,128.2532337149397,2160,24,True,True,313.8652521423863,1667.5072072072066,1668.9413315754775,2160.0,86.35319524849585,1668.9413315754714,1668.9413315754775,6.139089236967266e-12,0.00919634995233599,2.886414696579558,15.334979825519916,19.86411589704574
Change Quantity -> Record Goods Receipt,4299,0.006515344173548521,13,82,417,37.56882243255187,48.550007978345775,84.82925663306277,148.94382187576235,2160,24,True,True,156.96159959680546,1101.2601108784984,1100.845778087927,2160.0,84.82925663306277,1100.8457780879235,1100.845778087927,3.637978807091713e-12,0.006515344173548521,1.0226588434039023,7.175088646973623,14.073143414864806
Record Invoice Receipt -> Record Goods Receipt,10037,0.015211563030915679,13,293,1315,14.860922603575895,20.235358491229498,22.738039683082924,28.536139084023908,2160,24,True,True,62.649528411543955,410.6389243133736,411.17305967918685,865.9338533408426,22.738039683082924,411.17305967918026,411.17305967918685,6.59383658785373e-12,0.015211563030915679,0.9529972502893435,6.2464598801402955,13.17220739069792
Create Purchase Order Item -> Delete Purchase Order Item,3916,0.005934888993630149,13,198,511,52.23313785257608,75.43234996326362,91.01370306195554,103.01153104074453,2160,24,True,True,175.90074055158325,1624.1074055158315,1623.7875383043915,2160.0,91.01370306195554,1623.7875383043945,1623.7875383043915,2.9558577807620168e-12,0.005934888993630149,1.0439513690709838,9.638897165469125,12.819360226241121
Receive Order Confirmation -> Vendor creates invoice,4539,0.006879075878980399,13,229,498,30.233838507658486,43.85793077221438,52.219350347039956,87.40016338548457,2160,24,True,True,170.52886832635676,713.0004553132112,713.3906146728352,1757.7776216136315,52.219350347039956,713.3906146728456,713.3906146728352,1.0345502232667059e-11,0.006879075878980399,1.1730810247736654,4.9047842338471535,12.091885637453867
Create Purchase Order Item -> Change Price,3326,0.005040715217776781,13,190,460,78.27637648236748,93.36494604872803,147.64950902032788,168.27489916171743,2160,24,True,True,181.09730406895167,1362.543104830627,1361.4191220685507,2160.0,147.64950902032788,1361.4191220685334,1361.4191220685507,1.7280399333685637e-11,0.005040715217776781,0.9128599365187137,6.868191763396566,10.887944870397847
Change Quantity -> Vendor creates invoice,3150,0.004773978633793403,13,87,329,58.912938099920396,94.06394943252955,138.83326819831157,261.81287413512416,2160,24,True,True,310.7654285714285,1741.043174603174,1738.4380952380945,2160.0,138.83326819831157,1738.4380952381066,1738.4380952380945,1.2050804798491299e-11,0.004773978633793403,1.4835875161216496,8.31170291606739,10.311793848993752
Create Purchase Order Item -> Receive Order Confirmation,14575,0.022089123361123446,13,653,1506,5.833702560289083,7.653942923169941,11.139614503556183,45.538037236767096,2160,24,True,True,14.783906232132649,216.71568896512284,216.9715265866208,439.76381665774386,11.139614503556183,216.97152658662037,216.9715265866208,4.263256414560601e-13,0.022089123361123446,0.3265635285208598,4.7870595878414575,9.713997195911379
Record Goods Receipt -> Record Goods Receipt,25791,0.03908751839497323,13,883,2387,2.414348130368396,3.7766218623716634,3.924989643957855,5.5573982178577115,2160,24,True,True,6.22891577165161,123.46643596603457,123.9316040479236,202.4313969270723,3.924989643957855,123.9316040479153,123.9316040479236,8.29913915367797e-12,0.03908751839497323,0.24347285980517117,4.825996586984161,7.912540951107066
Record Invoice Receipt -> Record Invoice Receipt,2196,0.003328145104701687,12,36,330,40.74482925138254,52.83820377816588,65.08857712380374,76.48099574984818,2160,24,True,True,101.41466302367941,1157.9023679417116,1158.338797814207,2160.0,65.08857712380374,1158.3387978142323,1158.338797814207,2.523847797419876e-11,0.003328145104701687,0.3375227142872298,3.853667097587699,7.188793426155644
Change Price -> Vendor creates invoice,2108,0.003194776812709998,13,93,295,48.67273455618809,64.05136141509188,72.31663020256588,147.42614783664112,2160,24,True,True,241.51087919038585,1273.8600569259959,1273.4573055028459,2160.0,72.31663020256588,1273.4573055028434,1273.4573055028459,2.5011104298755527e-12,0.003194776812709998,0.7715733568546503,4.06969857250461,6.900717915453596
Vendor creates invoice -> Create Purchase Order Item,1956,0.0029644133992698086,13,43,357,241.84003403831662,311.14319592437124,445.86538180835663,735.2857939742836,2160,24,True,True,550.9484747784595,2160.0,2160.0,2160.0,445.86538180835663,2160.0,2160.0,0.0,0.0029644133992698086,1.6332390409405295,6.403132942422786,6.403132942422786
Record Invoice Receipt -> Vendor creates invoice,1756,0.0026613036447432434,13,70,345,41.73563111000381,61.46402737783124,84.08055326374463,214.79943098132853,2160,24,True,True,108.74293849658315,927.6471146545174,924.4100227790428,2160.0,84.08055326374463,924.41002277903,924.4100227790428,1.2846612662542611e-11,0.0026613036447432434,0.2893979785610471,2.4687506472656207,5.748415872645406
Clear Invoice -> Record Invoice Receipt,1562,0.002367287182852475,11,26,275,223.61094152795567,545.3975666429362,618.3516813982625,699.7044477822647,2160,24,True,True,699.7369078104994,2160.0,2160.0,2160.0,618.3516813982625,2160.0,2160.0,0.0,0.002367287182852475,1.656478213228619,5.113340314961346,5.113340314961346
Record Service Entry Sheet -> Vendor creates invoice,1515,0.0022960563905387323,13,44,171,73.33145781244792,94.59826182618262,186.8638376057611,323.71811206120617,2160,24,True,True,244.09839383938393,980.3015401540151,978.5346534653463,2160.0,186.8638376057611,978.5346534653503,978.5346534653463,3.979039320256561e-12,0.0022960563905387323,0.5604636770951578,2.250827615925588,4.959481803563662
Vendor creates invoice -> Change Quantity,1401,0.00212328383045859,12,65,190,38.13829501425235,48.651388858847824,53.8888128160125,150.4664277395845,2160,24,True,True,107.63234594337379,906.119545562693,909.9100642398282,1987.6863205600866,53.8888128160125,909.9100642398334,909.9100642398282,5.229594535194337e-12,0.00212328383045859,0.2285340197758908,1.9239489795557518,4.220422224468962
Change Price -> Record Goods Receipt,1271,0.0019262624900163224,13,39,159,78.30952154528556,95.1287695256855,108.42857078716206,155.6308242422819,2160,24,True,True,276.84891161814846,1197.1521243115653,1195.37372147915,2160.0,108.42857078716206,1195.3737214791643,1195.37372147915,1.432454155292362e-11,0.0019262624900163224,0.5332836738518835,2.3060292319047258,4.160726978435257
Record Invoice Receipt -> Cancel Invoice Receipt,1231,0.0018656405391110093,11,35,202,451.784038436872,471.94444942660607,537.7453796416395,839.5173385942517,2160,24,True,True,936.7593826157596,2160.0,2160.0,2160.0,537.7453796416395,2160.0,2160.0,0.0,0.0018656405391110093,1.747656279600562,4.02978356447978,4.02978356447978
Change Quantity -> Change Quantity,1181,0.0017898631004793681,13,40,130,38.46076789190674,44.76256719395478,57.3026113057588,188.4283783107081,2160,24,True,True,136.76287044877225,1076.004586508608,1077.1955969517355,2160.0,57.3026113057588,1077.1955969517235,1077.1955969517355,1.2050804798491299e-11,0.0017898631004793681,0.24478681533189764,1.9259009053383178,3.8661042970354353
Record Invoice Receipt -> Change Price,1163,0.0017625832225719772,11,58,169,94.14449060684228,133.10448684574902,219.475689852838,247.26671961503072,2160,24,True,False,351.08178561192324,2067.338506735454,2067.6113499570074,2160.0,219.475689852838,2067.611349957012,2067.6113499570074,4.547473508864641e-12,0.0017625832225719772,0.6188108650701877,3.6438561673489156,3.8071797607554707
Cancel Invoice Receipt -> Clear Invoice,1073,0.001626183833035023,11,33,227,109.46068042964595,139.10792352063905,212.4794630837734,243.9172738945842,2160,24,True,True,215.72935694315007,1497.8534948741842,1497.7968313140723,2160.0,212.4794630837734,1497.7968313140768,1497.7968313140723,4.547473508864641e-12,0.001626183833035023,0.3508155925719924,2.4357851376194057,3.5125570793556493
Clear Invoice -> Clear Invoice,954,0.0014458335290917165,10,26,150,106.6681493176476,191.2274955652314,243.63475542664423,278.034374064091,2160,24,True,True,480.1570580013977,1887.1808525506633,1886.8427672955972,2160.0,243.63475542664423,1886.842767295602,1886.8427672955972,4.774847184307873e-12,0.0014458335290917165,0.6942271736884568,2.7285493520776396,3.123000422838108
Vendor creates invoice -> Vendor creates invoice,839,0.0012715454202389413,12,35,118,45.26669269781069,67.02346485898332,68.23408453286882,125.2746300764557,2160,24,True,False,203.1156138259833,1014.9654350417162,1015.1799761620975,2160.0,68.23408453286882,1015.1799761621057,1015.1799761620975,8.185452315956354e-12,0.0012715454202389413,0.25827072853945043,1.2905746506281188,2.746538107716113
Vendor creates invoice -> Clear Invoice,800,0.0012124390181062611,11,30,114,517.2845353535354,633.0452633678613,740.3163628640776,780.7837361111111,2160,24,True,False,912.2757083333335,2159.999999999998,2160.0,2160.0,740.3163628640776,2160.0,2160.0,0.0,0.0012124390181062611,1.1060786640538607,2.6188682791095217,2.618868279109524
Create Purchase Requisition Item -> Create Purchase Order Item,1095,0.001659525906032945,13,55,119,25.038872745722085,26.275859969558617,52.01022786656521,98.38490429408236,2160,24,True,True,41.64765601217656,512.5359208523588,509.91780821917763,1550.1223655504396,52.01022786656521,509.9178082191685,509.91780821917763,9.15179043659009e-12,0.001659525906032945,0.06911536407775574,0.8505666384269406,2.5724682231520255
Create Purchase Order Item -> Vendor creates debit memo,780,0.0011821280426536046,13,21,95,79.9419444444444,109.93757478632477,128.8322012820513,168.9143251998898,2160,24,True,False,278.131047008547,1292.8521367521355,1292.307692307692,2160.0,128.8322012820513,1292.307692307712,1292.307692307692,2.000888343900442e-11,0.0011821280426536046,0.32878651020141136,1.5283167658593322,2.5533965721317857
Create Purchase Order Item -> Change Approval for Purchase Order,1447,0.0021929990739996998,12,33,284,26.485938440896078,30.475032178645478,39.71076252252803,110.54738302834079,2160,24,True,False,28.26740382400369,329.72113568302217,329.0836212854179,1123.298871735978,39.71076252252803,329.08362128541603,329.0836212854179,1.8758328224066645e-12,0.0021929990739996998,0.061990390410415666,0.723078145230997,2.4633933855419072
Release Purchase Order -> Change Approval for Purchase Order,858,0.0013003408469189652,8,21,430,65.84917582417583,66.71060606060607,72.7471794871795,82.05000000000001,2160,24,True,False,66.08418803418803,433.4318181818181,431.5524475524475,1886.4960372959747,72.7471794871795,431.55244755244763,431.5524475524475,1.1368683772161603e-13,0.0013003408469189652,0.08593196903632822,0.5636090975361723,2.4530878548467197
Vendor creates debit memo -> Record Invoice Receipt,738,0.0011184749942030258,12,26,100,146.2378470682434,210.76229712586417,218.92541708377763,231.38484643179768,2160,24,True,False,426.0603206865402,1904.2733062330622,1907.772357723577,2160.0,218.92541708377763,1907.772357723583,1907.772357723577,5.9117155615240335e-12,0.0011184749942030258,0.4765378147100174,2.129882075150001,2.415905987478536
Record Service Entry Sheet -> Record Invoice Receipt,715,0.001083617372432471,12,24,92,74.41778508918219,106.49461413639642,135.57973474001142,374.34557109557113,2160,24,True,False,269.3044289044289,2160.0,2160.0,2160.0,135.57973474001142,2160.0,2160.0,0.0,0.001083617372432471,0.2918229576338444,2.3406135244541373,2.3406135244541373
Record Goods Receipt -> Change Quantity,715,0.001083617372432471,12,22,85,34.15281225310636,44.5643872793873,50.423635780885775,58.17107226107222,2160,24,True,False,116.02962703962704,1023.2337995337992,1024.2797202797196,2032.75243589744,50.423635780885775,1024.2797202797292,1024.2797202797196,9.549694368615746e-12,0.001083617372432471,0.12573171957700024,1.1087939212349094,2.202725853392889
Create Purchase Order Item -> Cancel Goods Receipt,640,0.000969951214485009,9,22,212,132.9491666666667,240.5291382575757,320.9791467139503,558.4543309294871,2160,24,True,False,150.59250000000003,1346.9958333333323,1346.2499999999993,2160.0,320.9791467139503,1346.249999999989,1346.2499999999993,1.0231815394945443e-11,0.000969951214485009,0.14606737826733374,1.3065202444479125,2.0950946232876193
Change Price -> Remove Payment Block,1001,0.0015170643214054594,10,45,162,15.094041792826523,22.03933729089252,43.873645021645004,49.48737928737929,2160,24,True,False,27.59044289044289,491.01665001664963,489.6623376623373,1367.1352380952267,43.873645021645004,489.66233766233444,489.6623376623373,2.8421709430404007e-12,0.0015170643214054594,0.041856476520865826,0.7449038409562905,2.0740320922504263
Change Approval for Purchase Order -> Change Approval for Purchase Order,606,0.0009184225562154928,9,20,115,163.5889438943894,315.30471122112215,410.08195941601207,485.6806999449944,2160,24,True,False,420.8048954895489,2065.872167216721,2067.0099009900987,2160.0,410.08195941601207,2067.0099009900987,2067.0099009900987,0.0,0.0009184225562154928,0.38647670778350485,1.897343596629621,1.9837927214254645
Change Price -> Change Quantity,596,0.0009032670684891646,11,21,139,188.97831824321474,240.54012532251403,277.1537126595605,364.0436038417588,2160,24,True,False,341.72234340044747,1679.6294183445189,1673.395973154362,2160.0,277.1537126595605,1673.395973154356,1673.395973154362,6.139089236967266e-12,0.0009032670684891646,0.3086665393605698,1.5171539408562142,1.9510568679365954
Receive Order Confirmation -> Delete Purchase Order Item,580,0.0008790182881270393,10,21,171,119.96104430277862,149.6129665314402,187.09166037219487,216.34430076628348,2160,24,True,False,243.83089080459774,1405.3706896551712,1403.5862068965512,2160.0,187.09166037219487,1403.586206896562,1403.5862068965512,1.0913936421275139e-11,0.0008790182881270393,0.21433181222754857,1.2353465378046053,1.898679502354405
Create Purchase Order Item -> Record Invoice Receipt,532,0.0008062719470406637,10,20,115,107.82441530273256,125.0865679824561,188.8969730639366,363.846002874834,2160,24,True,False,212.08806390977443,1163.7715538847112,1164.992481203007,2160.0,188.8969730639366,1164.992481203016,1164.992481203007,9.094947017729282e-12,0.0008062719470406637,0.17100065623261854,0.9383163566611648,1.7415474056078335
Record Goods Receipt -> Cancel Goods Receipt,532,0.0008062719470406637,12,20,58,35.235135974467774,53.1682043693244,61.9206287450653,78.79342731829581,2160,24,True,False,77.0059523809524,1093.9629072681698,1093.353383458646,2160.0,61.9206287450653,1093.3533834586588,1093.353383458646,1.2732925824820995e-11,0.0008062719470406637,0.062087739159911115,0.8820316032333723,1.7415474056078335
Clear Invoice -> Vendor creates invoice,518,0.0007850542642238042,10,20,100,74.49697646376747,91.35180732243232,103.75684975297878,108.69793768422804,2160,24,True,False,287.4441763191763,1741.6014157014151,1738.1930501930497,2160.0,103.75684975297878,1738.1930501930556,1738.1930501930497,5.9117155615240335e-12,0.0007850542642238042,0.22565927634566837,1.3672516179746101,1.695717210723417
Change Quantity -> Change Delivery Indicator,511,0.0007744454228153743,11,26,64,45.86933219178086,53.938423619759284,54.79230983405729,134.86924183122815,2160,24,True,False,55.278082191780825,1082.0445205479443,1083.7573385518583,2160.0,54.79230983405729,1083.7573385518626,1083.7573385518583,4.320099833421409e-12,0.0007744454228153743,0.04280985773543671,0.8379844262208117,1.6728021132812085
Vendor creates debit memo -> Record Goods Receipt,761,0.001153332615973581,10,47,92,37.30886646574876,42.80463849030708,45.24399081937967,47.81948993115213,2160,24,True,False,89.3790626368813,535.3250985545333,534.5597897503283,1439.4396061379216,45.24399081937967,534.5597897503213,534.5597897503283,6.934897101018578e-12,0.001153332615973581,0.10308378812426086,0.6174078963122149,1.66015264648303
Record Service Entry Sheet -> Record Goods Receipt,8961,0.013580832551562758,13,291,887,1.5653046405223692,2.0354605548713325,3.2958454841271414,5.130096181515043,2160,24,True,True,2.7274318342446904,54.35767771454073,53.61901573485097,119.53592541738527,3.2958454841271414,53.61901573484261,53.61901573485097,8.355982572538778e-12,0.013580832551562758,0.037040795036678814,0.7382225189329923,1.623397386989604
Vendor creates invoice -> Vendor creates debit memo,1700,0.002576432913475805,13,28,215,8.05142857142858,9.822910216718302,14.193020626432341,16.766922024623828,2160,24,True,True,9.230588235294118,184.6117647058822,184.65882352941162,468.51923605805854,14.193020626432341,184.6588235294063,184.65882352941162,5.314859663485549e-12,0.002576432913475805,0.023781991340154313,0.47563982680308586,1.2071083803765221
Vendor creates debit memo -> Vendor creates invoice,1244,0.0018853426731552361,13,21,155,8.78919906460101,9.11328955256418,15.46607717041803,22.498011507869375,2160,24,True,False,10.105305466237942,193.30868167202559,193.3890675241156,502.71061093246817,15.46607717041803,193.38906752411881,193.3890675241156,3.211653165635653e-12,0.0018853426731552361,0.019051963620767262,0.3644531066476513,0.9477817670389214
Create Purchase Order Item -> Record Service Entry Sheet,1055,0.001598903955127632,13,56,95,12.184353147185906,12.184817515291453,15.31041294218804,79.28756215182506,2160,24,True,True,12.185244865718799,243.7026066350709,242.50236966824622,548.7106285120019,15.31041294218804,242.50236966824392,242.50236966824622,2.3021584638627246e-12,0.001598903955127632,0.01948303620999646,0.3896570616237284,0.8773355941484087
Record Goods Receipt -> Record Service Entry Sheet,10439,0.015820813637514076,13,306,1071,0.461824423605102,0.5083727475238379,0.6219860478563194,1.3791010418217728,2160,24,True,True,0.9206948302838716,18.234814956732748,18.162659258549652,30.602380215676966,0.6219860478563194,18.162659258550544,18.162659258549652,8.917311333789257e-13,0.015820813637514076,0.014566141326943782,0.2884896091450231,0.4841545542565731
Record Service Entry Sheet -> Record Service Entry Sheet,75913,0.11504985397687575,13,3500,7027,0.04639170975918598,0.04670647721303815,0.05729680082029394,0.2972985310270854,2160,24,True,True,0.04693794211795081,0.9387588423590154,0.9294850684336009,2.075421084836352,0.05729680082029394,0.9294850684304726,0.9294850684336009,3.1282754164863036e-12,0.11504985397687575,0.005400203386645287,0.10800406773290565,0.23877689275095137
SRM: Created -> SRM: Complete,847,0.001283669810420004,13,27,109,0.510930022985359,0.5239683149831142,0.5246905372119781,0.526136762500399,2160,24,True,False,1.4815820543093268,2.021782762691853,0.0,10.49381074424992,0.5246905372119781,0.0,0.0,0.0,0.001283669810420004,0.0019018621547769335,0.002595301495695083,0.013470588048654695
SRM: Document Completed -> SRM: In Transfer to Execution Syst.,564,0.0008547695077649141,12,21,84,0.15797242167501097,0.1724555586257705,0.5605501059224455,0.7543541615716984,2160,24,True,False,0.15859929078014182,3.159692671394796,1.7021276595744665,12.913129778023336,0.5605501059224455,1.7021276595744423,1.7021276595744665,2.4202861936828413e-14,0.0008547695077649141,0.0001355658377120063,0.002700808949416536,0.011037749584065462
SRM: In Transfer to Execution Syst. -> SRM: Ordered,562,0.0008517384102196485,13,21,75,2.9655990510083866e-05,2.9655990510083866e-05,2.9655990510083866e-05,0.0005450566531680763,2160,24,True,False,2.9655990510083035e-05,0.0005931198102016601,0.0,0.0011625148226812587,2.9655990510083866e-05,0.0,0.0,0.0,0.0008517384102196485,2.5259146210547107e-08,5.051829242109416e-07,9.90158526927312e-07
SRM: Awaiting Approval -> SRM: Document Completed,861,0.0013048874932368637,13,27,109,0.0,0.0,0.0,0.0,2160,24,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013048874932368637,0.0,0.0,0.0
SRM: Complete -> SRM: Awaiting Approval,861,0.0013048874932368637,13,27,109,0.0,0.0,0.0,0.0,2160,24,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013048874932368637,0.0,0.0,0.0
