transition,h1_observations,h1_frequency_share,valid_block_count,valid_block_min_count,valid_block_max_count,epsilon_median_hours,epsilon_q75_hours,epsilon_q90_hours,epsilon_max_hours,delay_cap_hours,grid_step_hours,candidate_h1_only,phase2b_diagnostic_candidate,h1_mean_capped_elapsed_hours,h1_empirical_cvar95_hours,h1_grid_empirical_cvar95_hours,h1_dro_worst_case_cvar95_hours,epsilon_primary_hours,epsilon0_dro_cvar95_hours,epsilon0_grid_cvar95_hours,epsilon0_abs_difference_hours,frequency_score,mean_burden_score,tail_score,dro_score
Receive Order Confirmation -> Record Goods Receipt,9488,0.0143795267547402,13,317,980,27.326261202973296,33.06473296575829,39.559648078649,41.711936980218766,2160,24,True,True,159.51164629005058,821.797730466554,821.7875210792577,1612.980482652237,39.559648078649,821.7875210792622,821.7875210792577,4.547473508864641e-12,0.0143795267547402,2.293701985520447,11.817062452228637,23.1938960051717
Create Purchase Order Item -> Change Quantity,6068,0.0091963499523359,13,354,590,51.345019079511104,60.037065477908094,86.35319524849585,128.2532337149397,2160,24,True,True,313.8652521423863,1667.5072072072066,1668.9413315754775,2160.0,86.35319524849585,1668.9413315754714,1668.9413315754775,6.139089236967266e-12,0.0091963499523359,2.886414696579558,15.334979825519916,19.86411589704574
Change Quantity -> Record Goods Receipt,4299,0.0065153441735485,13,82,417,37.56882243255187,48.550007978345775,84.82925663306277,148.94382187576235,2160,24,True,True,156.96159959680546,1101.2601108784984,1100.845778087927,2160.0,84.82925663306277,1100.8457780879237,1100.845778087927,3.637978807091713e-12,0.0065153441735485,1.0226588434039023,7.175088646973623,14.073143414864806
Record Invoice Receipt -> Record Goods Receipt,10037,0.0152115630309156,13,293,1315,14.860922603575895,20.235358491229498,22.738039683082924,28.536139084023908,2160,24,True,True,62.64952841154396,410.6389243133736,411.1730596791869,865.9338533408426,22.738039683082924,411.17305967918026,411.1730596791869,6.59383658785373e-12,0.0152115630309156,0.9529972502893436,6.246459880140296,13.17220739069792
Create Purchase Order Item -> Delete Purchase Order Item,3916,0.0059348889936301,13,198,511,52.23313785257608,75.43234996326362,91.01370306195554,103.01153104074452,2160,24,True,True,175.90074055158323,1624.1074055158315,1623.7875383043915,2160.0,91.01370306195554,1623.7875383043945,1623.7875383043915,2.9558577807620168e-12,0.0059348889936301,1.0439513690709838,9.638897165469125,12.81936022624112
Receive Order Confirmation -> Vendor creates invoice,4539,0.0068790758789803,13,229,498,30.233838507658486,43.85793077221438,52.21935034703996,87.40016338548457,2160,24,True,True,170.52886832635676,713.0004553132112,713.3906146728352,1757.7776216136317,52.21935034703996,713.3906146728456,713.3906146728352,1.034550223266706e-11,0.0068790758789803,1.1730810247736654,4.9047842338471535,12.091885637453869
Create Purchase Order Item -> Change Price,3326,0.0050407152177767,13,190,460,78.27637648236748,93.36494604872804,147.64950902032788,168.27489916171743,2160,24,True,True,181.09730406895167,1362.543104830627,1361.419122068551,2160.0,147.64950902032788,1361.4191220685334,1361.419122068551,1.7280399333685637e-11,0.0050407152177767,0.9128599365187136,6.868191763396566,10.887944870397847
Change Quantity -> Vendor creates invoice,3150,0.0047739786337934,13,87,329,58.9129380999204,94.06394943252955,138.83326819831157,261.81287413512416,2160,24,True,True,310.7654285714285,1741.043174603174,1738.4380952380943,2160.0,138.83326819831157,1738.4380952381066,1738.4380952380943,1.2050804798491299e-11,0.0047739786337934,1.4835875161216496,8.31170291606739,10.311793848993752
Create Purchase Order Item -> Receive Order Confirmation,14575,0.0220891233611234,13,653,1506,5.833702560289083,7.653942923169941,11.139614503556183,45.538037236767096,2160,24,True,True,14.783906232132647,216.71568896512284,216.9715265866208,439.7638166577439,11.139614503556183,216.9715265866204,216.9715265866208,4.263256414560601e-13,0.0220891233611234,0.3265635285208598,4.7870595878414575,9.71399719591138
Record Goods Receipt -> Record Goods Receipt,25791,0.0390875183949732,13,883,2387,2.414348130368396,3.776621862371664,3.924989643957855,5.557398217857712,2160,24,True,True,6.22891577165161,123.46643596603457,123.9316040479236,202.4313969270723,3.924989643957855,123.9316040479153,123.9316040479236,8.29913915367797e-12,0.0390875183949732,0.2434728598051711,4.825996586984161,7.912540951107066
Record Invoice Receipt -> Record Invoice Receipt,2196,0.0033281451047016,12,36,330,40.74482925138254,52.83820377816588,65.08857712380374,76.48099574984818,2160,24,True,True,101.4146630236794,1157.9023679417116,1158.338797814207,2160.0,65.08857712380374,1158.3387978142323,1158.338797814207,2.523847797419876e-11,0.0033281451047016,0.3375227142872298,3.853667097587699,7.188793426155644
Change Price -> Vendor creates invoice,2108,0.0031947768127099,13,93,295,48.67273455618809,64.05136141509188,72.31663020256588,147.42614783664112,2160,24,True,True,241.51087919038585,1273.860056925996,1273.457305502846,2160.0,72.31663020256588,1273.4573055028434,1273.457305502846,2.501110429875553e-12,0.0031947768127099,0.7715733568546503,4.06969857250461,6.900717915453596
Vendor creates invoice -> Create Purchase Order Item,1956,0.0029644133992698,13,43,357,241.84003403831665,311.14319592437124,445.86538180835663,735.2857939742836,2160,24,True,True,550.9484747784595,2160.0,2160.0,2160.0,445.86538180835663,2160.0,2160.0,0.0,0.0029644133992698,1.6332390409405295,6.403132942422786,6.403132942422786
Record Invoice Receipt -> Vendor creates invoice,1756,0.0026613036447432,13,70,345,41.73563111000381,61.46402737783124,84.08055326374463,214.79943098132853,2160,24,True,True,108.74293849658316,927.6471146545174,924.4100227790428,2160.0,84.08055326374463,924.41002277903,924.4100227790428,1.2846612662542611e-11,0.0026613036447432,0.2893979785610471,2.4687506472656207,5.748415872645406
Clear Invoice -> Record Invoice Receipt,1562,0.0023672871828524,11,26,275,223.61094152795567,545.3975666429362,618.3516813982625,699.7044477822647,2160,24,True,True,699.7369078104994,2160.0,2160.0,2160.0,618.3516813982625,2160.0,2160.0,0.0,0.0023672871828524,1.656478213228619,5.113340314961346,5.113340314961346
Record Service Entry Sheet -> Vendor creates invoice,1515,0.0022960563905387,13,44,171,73.33145781244792,94.59826182618262,186.8638376057611,323.71811206120617,2160,24,True,True,244.09839383938396,980.3015401540152,978.5346534653464,2160.0,186.8638376057611,978.5346534653504,978.5346534653464,3.979039320256561e-12,0.0022960563905387,0.5604636770951578,2.250827615925588,4.959481803563662
Vendor creates invoice -> Change Quantity,1401,0.0021232838304585,12,65,190,38.13829501425235,48.651388858847824,53.8888128160125,150.4664277395845,2160,24,True,True,107.6323459433738,906.119545562693,909.9100642398282,1987.6863205600864,53.8888128160125,909.9100642398334,909.9100642398282,5.2295945351943366e-12,0.0021232838304585,0.2285340197758908,1.923948979555752,4.220422224468962
Change Price -> Record Goods Receipt,1271,0.0019262624900163,13,39,159,78.30952154528556,95.1287695256855,108.42857078716206,155.6308242422819,2160,24,True,True,276.84891161814846,1197.152124311565,1195.37372147915,2160.0,108.42857078716206,1195.3737214791645,1195.37372147915,1.432454155292362e-11,0.0019262624900163,0.5332836738518835,2.3060292319047258,4.160726978435257
Record Invoice Receipt -> Cancel Invoice Receipt,1231,0.001865640539111,11,35,202,451.784038436872,471.94444942660607,537.7453796416395,839.5173385942517,2160,24,True,True,936.7593826157596,2160.0,2160.0,2160.0,537.7453796416395,2160.0,2160.0,0.0,0.001865640539111,1.747656279600562,4.02978356447978,4.02978356447978
Change Quantity -> Change Quantity,1181,0.0017898631004793,13,40,130,38.46076789190674,44.76256719395478,57.3026113057588,188.4283783107081,2160,24,True,True,136.76287044877225,1076.004586508608,1077.1955969517355,2160.0,57.3026113057588,1077.1955969517237,1077.1955969517355,1.2050804798491299e-11,0.0017898631004793,0.2447868153318976,1.9259009053383176,3.8661042970354353
Record Invoice Receipt -> Change Price,1163,0.0017625832225719,11,58,169,94.14449060684228,133.10448684574902,219.475689852838,247.26671961503072,2160,24,True,False,351.08178561192324,2067.338506735454,2067.6113499570074,2160.0,219.475689852838,2067.611349957012,2067.6113499570074,4.547473508864641e-12,0.0017625832225719,0.6188108650701877,3.643856167348916,3.807179760755471
Cancel Invoice Receipt -> Clear Invoice,1073,0.001626183833035,11,33,227,109.46068042964596,139.10792352063905,212.4794630837734,243.9172738945842,2160,24,True,True,215.7293569431501,1497.8534948741842,1497.7968313140725,2160.0,212.4794630837734,1497.7968313140768,1497.7968313140725,4.547473508864641e-12,0.001626183833035,0.3508155925719924,2.4357851376194057,3.5125570793556493
Clear Invoice -> Clear Invoice,954,0.0014458335290917,10,26,150,106.6681493176476,191.2274955652314,243.63475542664423,278.034374064091,2160,24,True,True,480.1570580013977,1887.1808525506635,1886.8427672955968,2160.0,243.63475542664423,1886.842767295602,1886.8427672955968,4.774847184307873e-12,0.0014458335290917,0.6942271736884568,2.72854935207764,3.123000422838108
Vendor creates invoice -> Vendor creates invoice,839,0.0012715454202389,12,35,118,45.26669269781069,67.02346485898332,68.23408453286882,125.2746300764557,2160,24,True,False,203.1156138259833,1014.9654350417162,1015.1799761620975,2160.0,68.23408453286882,1015.1799761621056,1015.1799761620975,8.185452315956354e-12,0.0012715454202389,0.2582707285394504,1.2905746506281188,2.746538107716113
Vendor creates invoice -> Clear Invoice,800,0.0012124390181062,11,30,114,517.2845353535354,633.0452633678613,740.3163628640776,780.7837361111111,2160,24,True,False,912.2757083333336,2159.999999999998,2160.0,2160.0,740.3163628640776,2160.0,2160.0,0.0,0.0012124390181062,1.106078664053861,2.6188682791095217,2.618868279109524
Create Purchase Requisition Item -> Create Purchase Order Item,1095,0.0016595259060329,13,55,119,25.038872745722085,26.275859969558617,52.01022786656521,98.38490429408236,2160,24,True,True,41.64765601217656,512.5359208523588,509.9178082191776,1550.1223655504396,52.01022786656521,509.9178082191685,509.9178082191776,9.151790436590089e-12,0.0016595259060329,0.0691153640777557,0.8505666384269406,2.572468223152025
Create Purchase Order Item -> Vendor creates debit memo,780,0.0011821280426536,13,21,95,79.9419444444444,109.93757478632476,128.8322012820513,168.9143251998898,2160,24,True,False,278.131047008547,1292.8521367521355,1292.307692307692,2160.0,128.8322012820513,1292.307692307712,1292.307692307692,2.0008883439004418e-11,0.0011821280426536,0.3287865102014113,1.5283167658593322,2.5533965721317857
Create Purchase Order Item -> Change Approval for Purchase Order,1447,0.0021929990739996,12,33,284,26.48593844089608,30.47503217864548,39.71076252252803,110.5473830283408,2160,24,True,False,28.26740382400369,329.72113568302217,329.0836212854179,1123.298871735978,39.71076252252803,329.08362128541603,329.0836212854179,1.8758328224066645e-12,0.0021929990739996,0.0619903904104156,0.723078145230997,2.4633933855419072
Release Purchase Order -> Change Approval for Purchase Order,858,0.0013003408469189,8,21,430,65.84917582417583,66.71060606060607,72.7471794871795,82.05000000000001,2160,24,True,False,66.08418803418803,433.4318181818181,431.5524475524475,1886.4960372959747,72.7471794871795,431.5524475524476,431.5524475524475,1.1368683772161605e-13,0.0013003408469189,0.0859319690363282,0.5636090975361723,2.45308785484672
Vendor creates debit memo -> Record Invoice Receipt,738,0.001118474994203,12,26,100,146.2378470682434,210.76229712586417,218.92541708377763,231.38484643179768,2160,24,True,False,426.0603206865402,1904.2733062330624,1907.772357723577,2160.0,218.92541708377763,1907.772357723583,1907.772357723577,5.9117155615240335e-12,0.001118474994203,0.4765378147100174,2.129882075150001,2.415905987478536
Record Service Entry Sheet -> Record Invoice Receipt,715,0.0010836173724324,12,24,92,74.41778508918219,106.49461413639642,135.57973474001142,374.34557109557113,2160,24,True,False,269.3044289044289,2160.0,2160.0,2160.0,135.57973474001142,2160.0,2160.0,0.0,0.0010836173724324,0.2918229576338444,2.3406135244541373,2.3406135244541373
Record Goods Receipt -> Change Quantity,715,0.0010836173724324,12,22,85,34.15281225310636,44.5643872793873,50.423635780885775,58.17107226107222,2160,24,True,False,116.02962703962704,1023.2337995337992,1024.2797202797196,2032.75243589744,50.423635780885775,1024.2797202797292,1024.2797202797196,9.549694368615746e-12,0.0010836173724324,0.1257317195770002,1.1087939212349094,2.202725853392889
Create Purchase Order Item -> Cancel Goods Receipt,640,0.000969951214485,9,22,212,132.9491666666667,240.5291382575757,320.9791467139503,558.4543309294871,2160,24,True,False,150.59250000000003,1346.9958333333325,1346.249999999999,2160.0,320.9791467139503,1346.249999999989,1346.249999999999,1.0231815394945444e-11,0.000969951214485,0.1460673782673337,1.3065202444479125,2.0950946232876198
Change Price -> Remove Payment Block,1001,0.0015170643214054,10,45,162,15.094041792826523,22.03933729089252,43.87364502164501,49.48737928737929,2160,24,True,False,27.59044289044289,491.0166500166496,489.6623376623373,1367.135238095227,43.87364502164501,489.6623376623344,489.6623376623373,2.8421709430404007e-12,0.0015170643214054,0.0418564765208658,0.7449038409562905,2.0740320922504263
Change Approval for Purchase Order -> Change Approval for Purchase Order,606,0.0009184225562154,9,20,115,163.5889438943894,315.30471122112215,410.08195941601207,485.6806999449944,2160,24,True,False,420.8048954895489,2065.872167216721,2067.0099009900987,2160.0,410.08195941601207,2067.0099009900987,2067.0099009900987,0.0,0.0009184225562154,0.3864767077835048,1.897343596629621,1.9837927214254645
Change Price -> Change Quantity,596,0.0009032670684891,11,21,139,188.97831824321477,240.54012532251403,277.1537126595605,364.0436038417588,2160,24,True,False,341.72234340044747,1679.6294183445189,1673.395973154362,2160.0,277.1537126595605,1673.395973154356,1673.395973154362,6.139089236967266e-12,0.0009032670684891,0.3086665393605698,1.5171539408562142,1.9510568679365956
Receive Order Confirmation -> Delete Purchase Order Item,580,0.000879018288127,10,21,171,119.96104430277862,149.6129665314402,187.09166037219487,216.34430076628348,2160,24,True,False,243.83089080459771,1405.3706896551712,1403.5862068965512,2160.0,187.09166037219487,1403.586206896562,1403.5862068965512,1.091393642127514e-11,0.000879018288127,0.2143318122275485,1.2353465378046051,1.898679502354405
Create Purchase Order Item -> Record Invoice Receipt,532,0.0008062719470406,10,20,115,107.82441530273256,125.0865679824561,188.8969730639366,363.846002874834,2160,24,True,False,212.08806390977443,1163.7715538847112,1164.992481203007,2160.0,188.8969730639366,1164.992481203016,1164.992481203007,9.094947017729282e-12,0.0008062719470406,0.1710006562326185,0.9383163566611648,1.7415474056078335
Record Goods Receipt -> Cancel Goods Receipt,532,0.0008062719470406,12,20,58,35.235135974467774,53.1682043693244,61.9206287450653,78.79342731829581,2160,24,True,False,77.0059523809524,1093.9629072681698,1093.353383458646,2160.0,61.9206287450653,1093.3533834586588,1093.353383458646,1.2732925824820995e-11,0.0008062719470406,0.0620877391599111,0.8820316032333723,1.7415474056078335
Clear Invoice -> Vendor creates invoice,518,0.0007850542642238,10,20,100,74.49697646376747,91.35180732243232,103.75684975297878,108.69793768422804,2160,24,True,False,287.4441763191763,1741.6014157014151,1738.1930501930497,2160.0,103.75684975297878,1738.1930501930556,1738.1930501930497,5.9117155615240335e-12,0.0007850542642238,0.2256592763456683,1.36725161797461,1.695717210723417
Change Quantity -> Change Delivery Indicator,511,0.0007744454228153,11,26,64,45.86933219178086,53.93842361975928,54.79230983405729,134.86924183122815,2160,24,True,False,55.278082191780825,1082.0445205479443,1083.7573385518583,2160.0,54.79230983405729,1083.7573385518626,1083.7573385518583,4.320099833421409e-12,0.0007744454228153,0.0428098577354367,0.8379844262208117,1.6728021132812083
Vendor creates debit memo -> Record Goods Receipt,761,0.0011533326159735,10,47,92,37.30886646574876,42.80463849030708,45.24399081937967,47.81948993115213,2160,24,True,False,89.3790626368813,535.3250985545333,534.5597897503283,1439.4396061379216,45.24399081937967,534.5597897503213,534.5597897503283,6.934897101018578e-12,0.0011533326159735,0.1030837881242608,0.6174078963122149,1.66015264648303
Record Service Entry Sheet -> Record Goods Receipt,8961,0.0135808325515627,13,291,887,1.5653046405223692,2.0354605548713325,3.2958454841271414,5.130096181515043,2160,24,True,True,2.7274318342446904,54.35767771454073,53.61901573485097,119.53592541738529,3.2958454841271414,53.61901573484261,53.61901573485097,8.355982572538778e-12,0.0135808325515627,0.0370407950366788,0.7382225189329923,1.623397386989604
Vendor creates invoice -> Vendor creates debit memo,1700,0.0025764329134758,13,28,215,8.05142857142858,9.822910216718302,14.19302062643234,16.766922024623828,2160,24,True,True,9.230588235294118,184.6117647058822,184.6588235294116,468.51923605805854,14.19302062643234,184.6588235294063,184.6588235294116,5.3148596634855486e-12,0.0025764329134758,0.0237819913401543,0.4756398268030858,1.207108380376522
Vendor creates debit memo -> Vendor creates invoice,1244,0.0018853426731552,13,21,155,8.78919906460101,9.11328955256418,15.46607717041803,22.49801150786937,2160,24,True,False,10.105305466237942,193.3086816720256,193.3890675241156,502.71061093246817,15.46607717041803,193.3890675241188,193.3890675241156,3.211653165635653e-12,0.0018853426731552,0.0190519636207672,0.3644531066476513,0.9477817670389214
Create Purchase Order Item -> Record Service Entry Sheet,1055,0.0015989039551276,13,56,95,12.184353147185906,12.184817515291453,15.31041294218804,79.28756215182506,2160,24,True,True,12.1852448657188,243.7026066350709,242.50236966824625,548.7106285120019,15.31041294218804,242.50236966824392,242.50236966824625,2.302158463862725e-12,0.0015989039551276,0.0194830362099964,0.3896570616237284,0.8773355941484087
Record Goods Receipt -> Record Service Entry Sheet,10439,0.015820813637514,13,306,1071,0.461824423605102,0.5083727475238379,0.6219860478563194,1.3791010418217728,2160,24,True,True,0.9206948302838716,18.234814956732748,18.16265925854965,30.60238021567697,0.6219860478563194,18.162659258550544,18.16265925854965,8.917311333789257e-13,0.015820813637514,0.0145661413269437,0.2884896091450231,0.4841545542565731
Record Service Entry Sheet -> Record Service Entry Sheet,75913,0.1150498539768757,13,3500,7027,0.0463917097591859,0.0467064772130381,0.0572968008202939,0.2972985310270854,2160,24,True,True,0.0469379421179508,0.9387588423590154,0.9294850684336008,2.075421084836352,0.0572968008202939,0.9294850684304726,0.9294850684336008,3.128275416486304e-12,0.1150498539768757,0.0054002033866452,0.1080040677329056,0.2387768927509513
SRM: Created -> SRM: Complete,847,0.00128366981042,13,27,109,0.510930022985359,0.5239683149831142,0.5246905372119781,0.526136762500399,2160,24,True,False,1.4815820543093268,2.021782762691853,0.0,10.49381074424992,0.5246905372119781,0.0,0.0,0.0,0.00128366981042,0.0019018621547769,0.002595301495695,0.0134705880486546
SRM: Document Completed -> SRM: In Transfer to Execution Syst.,564,0.0008547695077649,12,21,84,0.1579724216750109,0.1724555586257705,0.5605501059224455,0.7543541615716984,2160,24,True,False,0.1585992907801418,3.159692671394796,1.7021276595744663,12.913129778023336,0.5605501059224455,1.7021276595744423,1.7021276595744663,2.4202861936828413e-14,0.0008547695077649,0.000135565837712,0.0027008089494165,0.0110377495840654
SRM: In Transfer to Execution Syst. -> SRM: Ordered,562,0.0008517384102196,13,21,75,2.9655990510083866e-05,2.9655990510083866e-05,2.9655990510083866e-05,0.000545056653168,2160,24,True,False,2.9655990510083035e-05,0.0005931198102016,0.0,0.0011625148226812,2.9655990510083866e-05,0.0,0.0,0.0,0.0008517384102196,2.5259146210547107e-08,5.051829242109416e-07,9.90158526927312e-07
SRM: Awaiting Approval -> SRM: Document Completed,861,0.0013048874932368,13,27,109,0.0,0.0,0.0,0.0,2160,24,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013048874932368,0.0,0.0,0.0
SRM: Complete -> SRM: Awaiting Approval,861,0.0013048874932368,13,27,109,0.0,0.0,0.0,0.0,2160,24,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013048874932368,0.0,0.0,0.0
