kappa,transition,epsilon_primary,epsilon_sat,epsilon_diagnostic,worst_case_cvar95,h1_frequency_share,diagnostic_h1_score,diagnostic_rank,diagnostic_saturated,diagnostic_saturated_count,top3,top5,top10
0.5,Receive Order Confirmation -> Delete Purchase Order Item,187.09166037219487,55.086956521739175,27.543478260869588,1609.1304347826085,0.000879018288127,1.4144550801556637,48,False,3,False,False,False
0.5,Create Purchase Order Item -> Cancel Goods Receipt,320.9791467139503,82.82700964630233,41.413504823151165,1331.7299035369774,0.000969951214485,1.2917130373016832,49,False,3,False,False,False
0.5,Clear Invoice -> Vendor creates invoice,103.75684975297878,56.73918629550327,28.369593147751637,1592.6081370449676,0.0007850542642238,1.250283809224674,50,False,3,False,False,False
0.5,Record Goods Receipt -> Cancel Goods Receipt,61.9206287450653,66.9068702290077,33.45343511450385,1490.9312977099232,0.0008062719470406,1.2020960803083482,51,False,3,False,False,False
0.5,Create Purchase Order Item -> Record Invoice Receipt,188.8969730639366,72.16374269005856,36.08187134502928,1438.3625730994152,0.0008062719470406,1.1597113923631928,52,False,3,False,False,False
0.5,Change Quantity -> Change Delivery Indicator,54.79230983405729,66.72094861660088,33.36047430830044,1492.7905138339916,0.0007744454228153,1.1560847806608345,53,False,3,False,False,False
0.5,Vendor creates invoice -> Vendor creates debit memo,14.19302062643234,102.03893805309745,14.19302062643234,403.0816514666995,0.0025764329134758,1.0385128336569855,54,False,3,False,False,False
0.5,Create Purchase Order Item -> Record Service Entry Sheet,15.31041294218804,95.87488151658773,15.31041294218804,548.7106285120068,0.0015989039551276,0.877335594148399,55,False,3,False,False,False
0.5,Vendor creates debit memo -> Vendor creates invoice,15.46607717041803,100.66903799514961,15.46607717041803,455.94078350536904,0.0018853426731552,0.8596046155744888,56,False,3,False,False,False
0.5,Record Goods Receipt -> Record Service Entry Sheet,0.6219860478563194,107.20881648299004,0.6219860478563194,28.263391297327612,0.015820813637514,0.4471498464791552,57,False,3,False,False,False
0.5,Record Service Entry Sheet -> Record Service Entry Sheet,0.0572968008202939,107.9832435351926,0.0572968008202939,1.4810653125553148,0.1150498539768757,0.17039634793970473,58,False,3,False,False,False
0.5,SRM: Created -> SRM: Complete,0.5246905372119781,108.0000000000001,0.5246905372119781,10.493810744239553,0.00128366981042,0.013470588048641348,59,False,3,False,False,False
0.5,SRM: Document Completed -> SRM: In Transfer to Execution Syst.,0.5605501059224455,107.91489361702138,0.5605501059224455,12.913129778023366,0.0008547695077649,0.011037749584065306,60,False,3,False,False,False
0.5,SRM: In Transfer to Execution Syst. -> SRM: Ordered,2.9655990510083866e-05,108.0000000000001,2.9655990510083866e-05,0.0005931198102016768,0.0008517384102196,5.051829242109271e-07,61,False,3,False,False,False
0.5,SRM: Awaiting Approval -> SRM: Document Completed,0.0,108.0000000000001,0.0,0.0,0.0013048874932368,0.0,62,False,3,False,False,False
0.5,SRM: Complete -> SRM: Awaiting Approval,0.0,108.0000000000001,0.0,0.0,0.0013048874932368,0.0,63,False,3,False,False,False
0.75,Record Invoice Receipt -> Clear Invoice,154.38632903592372,0.0,0.0,2160.0,0.1013508086210476,218.9177466214628,1,True,3,True,True,True
0.75,Create Purchase Order Item -> Vendor creates invoice,56.64266633175524,41.41494381424089,31.061207860680668,1952.925280928796,0.090898068736199,177.51713642252645,2,False,3,True,True,True
0.75,Record Goods Receipt -> Record Invoice Receipt,153.99422161399926,34.1163634841222,25.587272613091653,1989.418182579389,0.0874320086931877,173.9388278336668,3,False,3,True,True,True
0.75,Vendor creates invoice -> Record Invoice Receipt,131.40332856009834,35.64693845069464,26.73520383802098,1981.7653077465263,0.0746089505279414,147.85742980365117,4,False,3,False,True,True
0.75,Create Purchase Order Item -> Record Goods Receipt,35.68772959829524,44.49850506349465,33.37387879762099,1937.5074746825267,0.0617934701065582,119.72531021802779,5,False,3,False,True,True
0.75,Remove Payment Block -> Clear Invoice,228.2619917382968,0.0,0.0,2160.0,0.0335330321432739,72.43134942947162,6,True,3,False,False,True
0.75,Record Goods Receipt -> Vendor creates invoice,33.152149910746864,82.37392628693277,33.152149910746864,1175.5644724762828,0.0600248246888957,70.56305137088303,7,False,3,False,False,True
0.75,Record Invoice Receipt -> Remove Payment Block,504.7194124151218,24.58807947019871,18.441059602649034,2037.0596026490064,0.0208600133065182,42.49309041742895,8,False,3,False,False,True
0.75,Vendor creates invoice -> Record Goods Receipt,10.121951103156832,94.13773073727572,10.121951103156832,479.68440731762473,0.0859528330910981,41.23023379857411,9,False,3,False,False,True
0.75,Receive Order Confirmation -> Record Goods Receipt,39.559648078649,72.81053796767776,39.559648078649,1494.9822022194257,0.0143795267547402,21.497136574674656,10,False,3,False,False,True
0.75,Record Goods Receipt -> Remove Payment Block,37.51854220587054,72.31326315789472,37.51854220587054,1464.105580959515,0.0145265349856856,21.268380944545935,11,False,3,False,False,False
0.75,Create Purchase Order Item -> Change Quantity,86.35319524849585,36.84404061998938,27.633030464992032,1975.7797969000535,0.0091963499523359,18.169962441048042,12,False,3,False,False,False
0.75,Record Invoice Receipt -> Record Goods Receipt,22.738039683082924,89.80229885057484,22.738039683082924,818.7148166501637,0.0152115630309156,12.453932037818474,13,False,3,False,False,False
0.75,Change Quantity -> Record Goods Receipt,84.82925663306277,59.29187890437295,44.468909178279716,1863.5406054781351,0.0065153441735485,12.141608426073013,14,False,3,False,False,False
0.75,Receive Order Confirmation -> Vendor creates invoice,52.21935034703996,74.77133728890928,52.21935034703996,1708.9602611626146,0.0068790758789803,11.756067310699617,15,False,3,False,False,False
0.75,Create Purchase Order Item -> Delete Purchase Order Item,91.01370306195554,55.386001609010506,41.539501206757876,1883.069991954947,0.0059348889936301,11.175811369488537,16,False,3,False,False,False
0.75,Create Purchase Order Item -> Change Price,147.64950902032788,51.26598322460397,38.449487418452975,1903.67008387698,0.0050407152177767,9.595858761424939,17,False,3,False,False,False
0.75,Change Quantity -> Vendor creates invoice,138.83326819831157,38.208885850991194,28.656664388243396,1968.9555707450447,0.0047739786337934,9.399751825625332,18,False,3,False,False,False
0.75,Create Purchase Order Item -> Receive Order Confirmation,11.139614503556183,98.04821170146796,11.139614503556183,421.8280560417663,0.0220891233611234,9.317811967089451,19,False,3,False,False,False
0.75,Record Goods Receipt -> Record Goods Receipt,3.924989643957855,102.35025439857084,3.924989643957855,191.49470490774283,0.0390875183949732,7.485052800621363,20,False,3,False,False,False
0.75,Vendor creates invoice -> Create Purchase Order Item,445.86538180835663,0.9188882586500392,0.6891661939875294,2155.4055587067496,0.0029644133992698,6.389513119090898,21,False,3,False,False,False
0.75,Change Price -> Vendor creates invoice,72.31663020256588,49.04630541871928,36.78472906403946,1914.768472906404,0.0031947768127099,6.117257918949324,22,False,3,False,False,False
0.75,Record Invoice Receipt -> Record Invoice Receipt,65.08857712380374,67.40037523452168,50.55028142589126,1822.9981238273922,0.0033281451047016,6.0672022816963365,23,False,3,False,False,False
0.75,Record Invoice Receipt -> Vendor creates invoice,84.08055326374463,67.51972318339111,50.63979238754333,1822.4013840830453,0.0026613036447432,4.849963445645261,24,False,3,False,False,False
0.75,Clear Invoice -> Record Invoice Receipt,618.3516813982625,52.36908576814334,39.276814326107505,1898.1545711592837,0.0023672871828524,4.493476987378066,25,False,3,False,False,False
0.75,Record Service Entry Sheet -> Vendor creates invoice,186.8638376057611,66.94143646408847,50.20607734806635,1825.292817679558,0.0022960563905387,4.19097523863754,26,False,3,False,False,False
0.75,Record Invoice Receipt -> Cancel Invoice Receipt,537.7453796416395,29.52462173314998,22.143466299862485,2012.3768913342503,0.001865640539111,3.754371908443349,27,False,3,False,False,False
0.75,Change Price -> Record Goods Receipt,108.42857078716206,55.82761506276158,41.87071129707118,1880.8619246861927,0.0019262624900163,3.623033774422876,28,False,3,False,False,False
0.75,Record Invoice Receipt -> Change Price,219.475689852838,32.28292682926836,24.21219512195127,1998.5853658536587,0.0017625832225719,3.5226730347313815,29,False,3,False,False,False
0.75,Vendor creates invoice -> Change Quantity,53.8888128160125,79.88990825688083,53.8888128160125,1639.9780911826342,0.0021232838304585,3.4821389633142825,30,False,3,False,False,False
0.75,Change Quantity -> Change Quantity,57.3026113057588,60.94681778552756,45.710113339145664,1855.265911072363,0.0017898631004793,3.320671995805533,31,False,3,False,False,False
0.75,Cancel Invoice Receipt -> Clear Invoice,212.4794630837734,42.80547945205485,32.10410958904114,1945.972602739726,0.001626183833035,3.164509186104383,32,False,3,False,False,False
0.75,Clear Invoice -> Clear Invoice,243.63475542664423,45.69712793733689,34.272845953002665,1931.514360313316,0.0014458335290917,2.792648224063099,33,False,3,False,False,False
0.75,Vendor creates invoice -> Clear Invoice,740.3163628640776,0.0,0.0,2160.0,0.0012124390181062,2.618868279109392,34,True,3,False,False,False
0.75,Create Purchase Order Item -> Change Approval for Purchase Order,39.71076252252803,91.80956340956351,39.71076252252803,1118.0239822592916,0.0021929990739996,2.451825557803972,35,False,3,False,False,False
0.75,Vendor creates invoice -> Vendor creates invoice,68.23408453286882,64.13065326633173,48.0979899497488,1839.3467336683418,0.0012715454202389,2.3388129154273596,36,False,3,False,False,False
0.75,Create Purchase Requisition Item -> Create Purchase Order Item,52.01022786656521,90.06605504587165,52.01022786656521,1398.8834564138717,0.0016595259060329,2.321483335439665,37,False,3,False,False,False
0.75,Create Purchase Order Item -> Vendor creates debit memo,128.8322012820513,45.09933774834441,33.82450331125831,1934.5033112582778,0.0011821280426536,2.286830612844656,38,False,3,False,False,False
0.75,Release Purchase Order -> Change Approval for Purchase Order,72.7471794871795,86.4223776223777,64.81678321678328,1727.8881118881118,0.0013003408469189,2.2468434907936863,39,False,3,False,False,False
0.75,Vendor creates debit memo -> Record Invoice Receipt,218.92541708377763,32.71781701444627,24.5383627608347,1996.4109149277688,0.001118474994203,2.232935686500642,40,False,3,False,False,False
0.75,Record Service Entry Sheet -> Record Invoice Receipt,135.57973474001142,61.571209800918886,46.17840735068916,1852.1439509954055,0.0010836173724324,2.0070153615442052,41,False,3,False,False,False
0.75,Change Price -> Remove Payment Block,43.87364502164501,87.29818913480898,43.87364502164501,1291.509117736722,0.0015170643214054,1.9593024032881468,42,False,3,False,False,False
0.75,Change Approval for Purchase Order -> Change Approval for Purchase Order,410.08195941601207,12.279611650485457,9.209708737864092,2098.6019417475727,0.0009184225562154,1.9274033598184077,43,False,3,False,False,False
0.75,Change Price -> Change Quantity,277.1537126595605,24.15766423357667,18.118248175182504,2039.2116788321166,0.0009032670684891,1.8419527551674222,44,False,3,False,False,False
0.75,Record Goods Receipt -> Change Quantity,50.423635780885775,74.45194805194816,50.423635780885775,1679.4337545787535,0.0010836173724324,1.819863592310909,45,False,3,False,False,False
0.75,Create Purchase Order Item -> Cancel Goods Receipt,320.9791467139503,82.82700964630233,62.12025723472675,1745.8649517684887,0.000969951214485,1.6934038302946415,46,False,3,False,False,False
0.75,Receive Order Confirmation -> Delete Purchase Order Item,187.09166037219487,55.086956521739175,41.31521739130438,1884.5652173913038,0.000879018288127,1.6565672912549914,47,False,3,False,False,False
0.75,Vendor creates debit memo -> Record Goods Receipt,45.24399081937967,84.64516129032268,45.24399081937967,1371.9765905811407,0.0011533326159735,1.5823453502693507,48,False,3,False,False,False
0.75,Record Service Entry Sheet -> Record Goods Receipt,3.2958454841271414,105.5914266577362,3.2958454841271414,114.08837652782069,0.0135808325515627,1.5494151377039689,49,False,3,False,False,False
0.75,Clear Invoice -> Vendor creates invoice,103.75684975297878,56.73918629550327,42.55438972162746,1876.304068522484,0.0007850542642238,1.473000509974041,50,False,3,False,False,False
0.75,Record Goods Receipt -> Cancel Goods Receipt,61.9206287450653,66.9068702290077,50.18015267175577,1825.4656488549613,0.0008062719470406,1.4718217429580218,51,False,3,False,False,False
0.75,Create Purchase Order Item -> Record Invoice Receipt,188.8969730639366,72.16374269005856,54.12280701754392,1799.1812865497075,0.0008062719470406,1.4506293989854444,52,False,3,False,False,False
0.75,Change Quantity -> Change Delivery Indicator,54.79230983405729,66.72094861660088,50.04071146245066,1826.3952569169955,0.0007744454228153,1.4144434469709413,53,False,3,False,False,False
0.75,Vendor creates invoice -> Vendor creates debit memo,14.19302062643234,102.03893805309745,14.19302062643234,403.0816514666995,0.0025764329134758,1.0385128336569855,54,False,3,False,False,False
0.75,Create Purchase Order Item -> Record Service Entry Sheet,15.31041294218804,95.87488151658773,15.31041294218804,548.7106285120068,0.0015989039551276,0.877335594148399,55,False,3,False,False,False
0.75,Vendor creates debit memo -> Vendor creates invoice,15.46607717041803,100.66903799514961,15.46607717041803,455.94078350536904,0.0018853426731552,0.8596046155744888,56,False,3,False,False,False
0.75,Record Goods Receipt -> Record Service Entry Sheet,0.6219860478563194,107.20881648299004,0.6219860478563194,28.263391297327612,0.015820813637514,0.4471498464791552,57,False,3,False,False,False
0.75,Record Service Entry Sheet -> Record Service Entry Sheet,0.0572968008202939,107.9832435351926,0.0572968008202939,1.4810653125553148,0.1150498539768757,0.17039634793970473,58,False,3,False,False,False
0.75,SRM: Created -> SRM: Complete,0.5246905372119781,108.0000000000001,0.5246905372119781,10.493810744239553,0.00128366981042,0.013470588048641348,59,False,3,False,False,False
0.75,SRM: Document Completed -> SRM: In Transfer to Execution Syst.,0.5605501059224455,107.91489361702138,0.5605501059224455,12.913129778023366,0.0008547695077649,0.011037749584065306,60,False,3,False,False,False
0.75,SRM: In Transfer to Execution Syst. -> SRM: Ordered,2.9655990510083866e-05,108.0000000000001,2.9655990510083866e-05,0.0005931198102016768,0.0008517384102196,5.051829242109271e-07,61,False,3,False,False,False
0.75,SRM: Awaiting Approval -> SRM: Document Completed,0.0,108.0000000000001,0.0,0.0,0.0013048874932368,0.0,62,False,3,False,False,False
0.75,SRM: Complete -> SRM: Awaiting Approval,0.0,108.0000000000001,0.0,0.0,0.0013048874932368,0.0,63,False,3,False,False,False
0.9,Record Invoice Receipt -> Clear Invoice,154.38632903592372,0.0,0.0,2160.0,0.1013508086210476,218.9177466214628,1,True,3,True,True,True
0.9,Create Purchase Order Item -> Vendor creates invoice,56.64266633175524,41.41494381424089,37.273449432816804,2077.1701123715184,0.090898068736199,188.8107516511245,2,False,3,True,True,True
0.9,Record Goods Receipt -> Record Invoice Receipt,153.99422161399926,34.1163634841222,30.704727135709984,2091.7672730317554,0.0874320086931877,182.88741439983795,3,False,3,True,True,True
0.9,Vendor creates invoice -> Record Invoice Receipt,131.40332856009834,35.64693845069464,32.08224460562518,2088.70612309861,0.0746089505279414,155.83617180567248,4,False,3,False,True,True
0.9,Create Purchase Order Item -> Record Goods Receipt,35.68772959829524,44.49850506349465,35.68772959829524,1983.7844906960115,0.0617934701065582,122.58492762367777,5,False,3,False,True,True
0.9,Remove Payment Block -> Clear Invoice,228.2619917382968,0.0,0.0,2160.0,0.0335330321432739,72.43134942947162,6,True,3,False,False,True
0.9,Record Goods Receipt -> Vendor creates invoice,33.152149910746864,82.37392628693277,33.152149910746864,1175.5644724762828,0.0600248246888957,70.56305137088303,7,False,3,False,False,True
0.9,Record Invoice Receipt -> Remove Payment Block,504.7194124151218,24.58807947019871,22.12927152317884,2110.8238410596023,0.0208600133065182,44.03181341221916,8,False,3,False,False,True
0.9,Vendor creates invoice -> Record Goods Receipt,10.121951103156832,94.13773073727572,10.121951103156832,479.68440731762473,0.0859528330910981,41.23023379857411,9,False,3,False,False,True
0.9,Receive Order Confirmation -> Record Goods Receipt,39.559648078649,72.81053796767776,39.559648078649,1494.9822022194257,0.0143795267547402,21.497136574674656,10,False,3,False,False,True
0.9,Record Goods Receipt -> Remove Payment Block,37.51854220587054,72.31326315789472,37.51854220587054,1464.105580959515,0.0145265349856856,21.268380944545935,11,False,3,False,False,False
0.9,Create Purchase Order Item -> Change Quantity,86.35319524849585,36.84404061998938,33.15963655799044,2086.3119187600214,0.0091963499523359,19.186454514646545,12,False,3,False,False,False
0.9,Change Quantity -> Record Goods Receipt,84.82925663306277,59.29187890437295,53.36269101393566,2041.416242191254,0.0065153441735485,13.300529419348061,13,False,3,False,False,False
0.9,Record Invoice Receipt -> Record Goods Receipt,22.738039683082924,89.80229885057484,22.738039683082924,818.7148166501637,0.0152115630309156,12.453932037818474,14,False,3,False,False,False
0.9,Create Purchase Order Item -> Delete Purchase Order Item,91.01370306195554,55.386001609010506,49.84740144810946,2049.2279967819786,0.0059348889936301,12.161940683540024,15,False,3,False,False,False
0.9,Receive Order Confirmation -> Vendor creates invoice,52.21935034703996,74.77133728890928,52.21935034703996,1708.9602611626146,0.0068790758789803,11.756067310699617,16,False,3,False,False,False
0.9,Create Purchase Order Item -> Change Price,147.64950902032788,51.26598322460397,46.139384902143576,2057.468033550792,0.0050407152177767,10.371110426808578,17,False,3,False,False,False
0.9,Change Quantity -> Vendor creates invoice,138.83326819831157,38.208885850991194,34.387997265892075,2083.582228298018,0.0047739786337934,9.946977039646379,18,False,3,False,False,False
0.9,Create Purchase Order Item -> Receive Order Confirmation,11.139614503556183,98.04821170146796,11.139614503556183,421.8280560417663,0.0220891233611234,9.317811967089451,19,False,3,False,False,False
0.9,Record Goods Receipt -> Record Goods Receipt,3.924989643957855,102.35025439857084,3.924989643957855,191.49470490774283,0.0390875183949732,7.485052800621363,20,False,3,False,False,False
0.9,Record Invoice Receipt -> Record Invoice Receipt,65.08857712380374,67.40037523452168,60.66033771106951,2025.1992495309573,0.0033281451047016,6.74015696837181,21,False,3,False,False,False
0.9,Change Price -> Vendor creates invoice,72.31663020256588,49.04630541871928,44.141674876847354,2061.9073891625617,0.0031947768127099,6.587333916851761,22,False,3,False,False,False
0.9,Vendor creates invoice -> Create Purchase Order Item,445.86538180835663,0.9188882586500392,0.8269994327850353,2158.1622234827,0.0029644133992698,6.397685013090021,23,False,3,False,False,False
0.9,Record Invoice Receipt -> Vendor creates invoice,84.08055326374463,67.51972318339111,60.767750865052,2024.9605536332183,0.0026613036447432,5.389034901845292,24,False,3,False,False,False
0.9,Clear Invoice -> Record Invoice Receipt,618.3516813982625,52.36908576814334,47.132177191329006,2055.2618284637138,0.0023672871828524,4.865394983927938,25,False,3,False,False,False
0.9,Record Service Entry Sheet -> Vendor creates invoice,186.8638376057611,66.94143646408847,60.24729281767962,2026.1171270718235,0.0022960563905387,4.652079177593172,26,False,3,False,False,False
0.9,Change Price -> Record Goods Receipt,108.42857078716206,55.82761506276158,50.244853556485424,2048.3447698744776,0.0019262624900163,3.9456496968302766,27,False,3,False,False,False
0.9,Record Invoice Receipt -> Cancel Invoice Receipt,537.7453796416395,29.52462173314998,26.572159559834983,2100.9507565337,0.001865640539111,3.9196189020651953,28,False,3,False,False,False
0.9,Record Invoice Receipt -> Change Price,219.475689852838,32.28292682926836,29.054634146341527,2095.434146341464,0.0017625832225719,3.693377070345736,29,False,3,False,False,False
0.9,Change Quantity -> Change Quantity,57.3026113057588,60.94681778552756,54.8521360069748,2038.1063644289457,0.0017898631004793,3.647931376543387,30,False,3,False,False,False
0.9,Vendor creates invoice -> Change Quantity,53.8888128160125,79.88990825688083,53.8888128160125,1639.9780911826342,0.0021232838304585,3.4821389633142825,31,False,3,False,False,False
0.9,Cancel Invoice Receipt -> Clear Invoice,212.4794630837734,42.80547945205485,38.52493150684936,2074.38904109589,0.001626183833035,3.3733379220551125,32,False,3,False,False,False
0.9,Clear Invoice -> Clear Invoice,243.63475542664423,45.69712793733689,41.1274151436032,2068.6057441253265,0.0014458335290917,2.990859543328083,33,False,3,False,False,False
0.9,Vendor creates invoice -> Clear Invoice,740.3163628640776,0.0,0.0,2160.0,0.0012124390181062,2.618868279109392,34,True,3,False,False,False
