variant,case_count,rank,case_share_pct,cumulative_case_share_pct,variant_length
Create Purchase Requisition Item -> Create Purchase Order Item -> Receive Order Confirmation -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice,674,38,0.26824162441396765,78.45948118726771,7
Create Purchase Order Item -> Receive Order Confirmation -> Record Goods Receipt,642,39,0.25550611702339354,78.7149873042911,3
Create Purchase Order Item -> Receive Order Confirmation -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,629,40,0.2503323171459728,78.96531962143708,7
Create Purchase Order Item -> Change Quantity -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,590,41,0.23481091751371058,79.20013053895079,7
Create Purchase Order Item -> Record Goods Receipt -> Record Goods Receipt,571,42,0.22724921000055717,79.42737974895134,3
Create Purchase Requisition Item -> Create Purchase Order Item -> Receive Order Confirmation -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Remove Payment Block,560,43,0.22287137933504733,79.65025112828638,7
Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Change Price -> Remove Payment Block -> Clear Invoice,559,44,0.2224733947290919,79.87272452301548,7
Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block,559,45,0.2224733947290919,80.09519791774457,5
Create Purchase Requisition Item -> Create Purchase Order Item -> Receive Order Confirmation -> Record Goods Receipt,555,46,0.22088145630527012,80.31607937404983,4
Create Purchase Order Item -> Change Quantity -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,531,47,0.21132982576233952,80.52740919981217,7
Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Remove Payment Block,503,48,0.20018625679558716,80.72759545660776,5
Create Purchase Order Item -> Receive Order Confirmation -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Remove Payment Block -> Clear Invoice,495,49,0.19700237994794362,80.9245978365557,7
Create Purchase Requisition Item -> Create Purchase Order Item -> Record Invoice Receipt -> Vendor creates invoice -> Record Goods Receipt -> Remove Payment Block -> Clear Invoice,490,50,0.1950124569181664,81.11961029347387,7
Create Purchase Order Item -> Receive Order Confirmation -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt,466,51,0.1854608263752358,81.3050711198491,5
Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice,463,52,0.18426687255736948,81.48933799240648,6
Create Purchase Requisition Item -> Create Purchase Order Item -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Remove Payment Block,439,53,0.1747152420144389,81.66405323442092,6
Create Purchase Order Item -> Release Purchase Order -> Change Approval for Purchase Order,426,54,0.16954144213701813,81.83359467655794,3
Create Purchase Requisition Item -> Create Purchase Order Item -> Receive Order Confirmation -> Delete Purchase Order Item,418,55,0.16635756528937462,81.99995224184731,4
Create Purchase Requisition Item -> Create Purchase Order Item -> Receive Order Confirmation -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,377,56,0.1500401964452015,82.14999243829251,8
Create Purchase Requisition Item -> Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Remove Payment Block,362,57,0.14407042735586986,82.29406286564839,6
Create Purchase Order Item -> Record Invoice Receipt -> Vendor creates invoice -> Record Goods Receipt -> Remove Payment Block -> Clear Invoice,346,58,0.1377026736605828,82.43176553930897,6
Create Purchase Requisition Item -> Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,344,59,0.13690670444867192,82.56867224375765,7
Create Purchase Order Item -> Change Quantity -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Remove Payment Block -> Clear Invoice,327,60,0.13014096614742943,82.69881320990507,7
Create Purchase Order Item -> Change Price -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,327,61,0.13014096614742943,82.82895417605249,7
Create Purchase Order Item -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice,321,62,0.12775305851169677,82.95670723456419,6
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Quantity -> Record Goods Receipt,302,63,0.12019135099854338,83.07689858556273,4
Create Purchase Order Item -> Record Goods Receipt -> Record Service Entry Sheet,298,64,0.1185994125747216,83.19549799813745,3
SRM: Created -> SRM: Complete -> SRM: Awaiting Approval -> SRM: Document Completed -> SRM: In Transfer to Execution Syst. -> SRM: Ordered -> SRM: Change was Transmitted -> Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice,281,65,0.11183367427347911,83.30733167241094,12
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Price -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice,280,66,0.11143568966752367,83.41876736207847,7
Create Purchase Order Item -> Record Goods Receipt -> Record Invoice Receipt -> Vendor creates invoice -> Clear Invoice,280,67,0.11143568966752367,83.530203051746,5
Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Change Price -> Remove Payment Block -> Clear Invoice,278,68,0.11063972045561278,83.64084277220161,7
Create Purchase Requisition Item -> Create Purchase Order Item -> Record Invoice Receipt -> Vendor creates invoice -> Record Goods Receipt -> Remove Payment Block,259,69,0.10307801294245938,83.74392078514407,6
Create Purchase Order Item -> Change Delivery Indicator,253,70,0.10069010530672673,83.8446108904508,2
Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Change Price -> Record Invoice Receipt -> Clear Invoice,252,71,0.1002921207007713,83.94490301115157,6
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Price -> Record Goods Receipt,248,72,0.09870018227694953,84.04360319342851,4
Create Purchase Requisition Item -> Create Purchase Order Item -> Receive Order Confirmation -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block,246,73,0.09790421306503864,84.14150740649355,7
Create Purchase Order Item -> Change Quantity -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt,245,74,0.0975062284590832,84.23901363495263,5
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Quantity -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt,242,75,0.09631227464121687,84.33532590959385,6
Vendor creates invoice -> Create Purchase Order Item -> Record Invoice Receipt -> Record Goods Receipt -> Remove Payment Block -> Clear Invoice,234,76,0.09312839779357335,84.42845430738743,6
Create Purchase Order Item -> Cancel Goods Receipt -> Vendor creates debit memo -> Cancel Invoice Receipt,213,77,0.08477072106850907,84.51322502845593,4
Create Purchase Order Item -> Delete Purchase Order Item -> Change Approval for Purchase Order,211,78,0.08397475185659818,84.59719978031254,3
Vendor creates invoice -> Create Purchase Order Item -> Change Approval for Purchase Order -> Record Invoice Receipt,209,79,0.08317878264468731,84.68037856295723,4
Create Purchase Order Item -> Vendor creates invoice -> Record Invoice Receipt -> Remove Payment Block -> Record Goods Receipt -> Clear Invoice,208,80,0.08278079803873187,84.76315936099596,6
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Approval for Purchase Order -> Receive Order Confirmation -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice,205,81,0.08158684422086554,84.84474620521682,8
Vendor creates invoice -> Create Purchase Order Item -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,203,82,0.08079087500895465,84.92553708022578,6
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Quantity -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt,202,83,0.08039289040299921,85.00592997062878,6
Create Purchase Order Item -> Change Price -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,199,84,0.07919893658513288,85.08512890721391,7
Create Purchase Requisition Item -> Create Purchase Order Item -> Record Goods Receipt -> Record Goods Receipt,199,85,0.07919893658513288,85.16432784379904,4
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Quantity -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice,198,86,0.07880095197917744,85.24312879577822,7
Create Purchase Order Item -> Cancel Goods Receipt -> Vendor creates debit memo -> Cancel Invoice Receipt -> Clear Invoice,194,87,0.07720901355535568,85.32033780933358,5
Create Purchase Order Item -> Receive Order Confirmation -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block,190,88,0.07561707513153391,85.39595488446511,6
Create Purchase Order Item -> Change Price -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Remove Payment Block -> Clear Invoice,190,89,0.07561707513153391,85.47157195959664,7
Create Purchase Order Item -> Cancel Goods Receipt -> Cancel Invoice Receipt,189,90,0.07521909052557847,85.54679105012222,3
Create Purchase Order Item -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Remove Payment Block,188,91,0.07482110591962303,85.62161215604185,5
Create Purchase Order Item -> Receive Order Confirmation -> Record Goods Receipt -> Record Invoice Receipt -> Vendor creates invoice -> Clear Invoice,187,92,0.07442312131366759,85.69603527735552,6
Create Purchase Order Item -> Change Approval for Purchase Order -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice,180,93,0.0716372290719795,85.7676725064275,6
Create Purchase Order Item -> Cancel Goods Receipt,180,94,0.0716372290719795,85.83930973549948,2
Create Purchase Order Item -> Record Goods Receipt -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice,177,95,0.07044327525411317,85.90975301075359,6
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Quantity,174,96,0.06924932143624685,85.97900233218984,3
Create Purchase Order Item -> Change Quantity -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt,172,97,0.06845335222433596,86.04745568441417,5
Create Purchase Order Item -> Change Approval for Purchase Order,168,98,0.06686141380051419,86.11431709821468,2
Create Purchase Requisition Item -> Release Purchase Requisition -> Create Purchase Order Item -> Record Goods Receipt,147,99,0.058503737075449924,86.17282083529014,4
Create Purchase Order Item -> Change Quantity -> Change Quantity -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice,145,100,0.05770776786353904,86.23052860315367,7
Create Purchase Order Item -> Record Goods Receipt -> Record Service Entry Sheet -> Vendor creates invoice -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,142,101,0.05651381404567271,86.28704241719934,7
Create Purchase Order Item -> Change Quantity -> Change Quantity -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice,137,102,0.054523891015895505,86.34156630821523,7
Create Purchase Order Item -> Vendor creates invoice -> Change Quantity -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,135,103,0.05372792180398462,86.39529423001922,7
Create Purchase Order Item -> Receive Order Confirmation -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Remove Payment Block,132,104,0.0525339679861183,86.44782819800534,6
Create Purchase Order Item -> Change Approval for Purchase Order -> Change Price,132,105,0.0525339679861183,86.50036216599146,3
Create Purchase Order Item -> Receive Order Confirmation -> Record Goods Receipt -> Record Invoice Receipt,131,106,0.052135983380162856,86.55249814937163,4
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Quantity -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice,130,107,0.051737998774207414,86.60423614814583,7
Create Purchase Order Item -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt,129,108,0.05134001416825197,86.65557616231408,4
Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,128,109,0.05094202956229653,86.70651819187637,7
Create Purchase Order Item -> Block Purchase Order Item -> Delete Purchase Order Item,127,110,0.050544044956341086,86.75706223683271,3
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Price -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice,124,111,0.049350091138474765,86.80641232797119,7
Create Purchase Order Item -> Change Approval for Purchase Order -> Receive Order Confirmation -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice,121,112,0.04815613732060844,86.85456846529179,7
Create Purchase Requisition Item -> Create Purchase Order Item -> Receive Order Confirmation,121,113,0.04815613732060844,86.9027246026124,3
Create Purchase Order Item -> Change Price -> Record Goods Receipt,118,114,0.046962183502742116,86.94968678611514,3
Create Purchase Order Item -> Change Quantity -> Delete Purchase Order Item,115,115,0.04576822968487579,86.99545501580002,3
Create Purchase Order Item -> Vendor creates invoice -> Vendor creates debit memo -> Record Goods Receipt -> Record Invoice Receipt -> Cancel Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Clear Invoice,114,116,0.045370245078920346,87.04082526087893,9
Create Purchase Order Item -> Change Price -> Change Quantity -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice,110,117,0.04377830665509858,87.08460356753403,7
Create Purchase Order Item -> Change Price -> Change Quantity -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice,110,118,0.04377830665509858,87.12838187418913,7
Create Purchase Order Item -> Vendor creates invoice -> Change Price -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice,107,119,0.042584352837232255,87.17096622702637,6
Create Purchase Order Item -> Receive Order Confirmation -> Change Quantity -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice,106,120,0.04218636823127681,87.21315259525764,7
Create Purchase Order Item -> Release Purchase Order -> Change Approval for Purchase Order -> Block Purchase Order Item,101,121,0.040196445201499606,87.25334904045914,4
Create Purchase Order Item -> Receive Order Confirmation,101,122,0.040196445201499606,87.29354548566064,2
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Quantity -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,100,123,0.03979846059554416,87.33334394625619,8
Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Record Goods Receipt -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice,98,124,0.03900249138363328,87.37234643763982,7
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Price -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt,96,125,0.0382065221717224,87.41055295981154,6
Create Purchase Order Item -> Receive Order Confirmation -> Record Goods Receipt -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice,96,126,0.0382065221717224,87.44875948198326,8
Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Record Invoice Receipt -> Clear Invoice,96,127,0.0382065221717224,87.48696600415498,8
Create Purchase Order Item -> Change Price,95,128,0.03780853756576696,87.52477454172075,2
Create Purchase Order Item -> Vendor creates invoice -> Vendor creates debit memo -> Record Goods Receipt -> Record Invoice Receipt -> Cancel Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,94,129,0.037410552959811515,87.56218509468056,10
Create Purchase Order Item -> Vendor creates debit memo -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Cancel Invoice Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice -> Clear Invoice,92,130,0.03661458374790063,87.59879967842846,10
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Price -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt,92,131,0.03661458374790063,87.63541426217637,6
Create Purchase Order Item -> Vendor creates debit memo -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Cancel Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Clear Invoice,92,132,0.03661458374790063,87.67202884592427,9
Create Purchase Order Item -> Vendor creates invoice -> Record Invoice Receipt -> Change Quantity -> Record Goods Receipt -> Remove Payment Block -> Clear Invoice,91,133,0.03621659914194519,87.70824544506623,7
Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Change Quantity -> Record Invoice Receipt -> Clear Invoice,90,134,0.03581861453598975,87.74406405960221,6
Create Purchase Order Item -> Vendor creates invoice -> Vendor creates debit memo -> Record Goods Receipt -> Record Invoice Receipt -> Cancel Invoice Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice -> Clear Invoice,90,135,0.03581861453598975,87.7798826741382,10
Create Purchase Requisition Item -> Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Change Price -> Remove Payment Block -> Clear Invoice,90,136,0.03581861453598975,87.81570128867418,8
SRM: Created -> SRM: Complete -> SRM: Awaiting Approval -> SRM: Document Completed -> SRM: In Transfer to Execution Syst. -> SRM: Ordered -> Create Purchase Order Item -> SRM: Change was Transmitted -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice,88,137,0.035022645324078866,87.85072393399825,12
Create Purchase Order Item -> Record Goods Receipt -> Change Quantity -> Change Delivery Indicator -> Record Goods Receipt,88,138,0.035022645324078866,87.88574657932233,5
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Delivery Indicator,85,139,0.03382869150621254,87.91957527082855,3
Create Purchase Order Item -> Change Quantity,84,140,0.033430706900257096,87.95300597772881,2
Change Approval for Purchase Order -> Change Approval for Purchase Order -> Create Purchase Order Item -> Change Approval for Purchase Order,83,141,0.03303272229430165,87.98603870002312,4
Create Purchase Requisition Item -> Release Purchase Requisition -> Create Purchase Order Item,82,142,0.03263473768834622,88.01867343771146,3
Create Purchase Order Item -> Change Price -> Vendor creates invoice -> Change Quantity -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice,82,143,0.03263473768834622,88.0513081753998,7
Create Purchase Order Item -> Vendor creates debit memo -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice -> Cancel Invoice Receipt -> Record Invoice Receipt -> Clear Invoice,82,144,0.03263473768834622,88.08394291308814,9
Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Vendor creates debit memo -> Record Invoice Receipt -> Cancel Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Clear Invoice,81,145,0.032236753082390775,88.11617966617052,9
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Price,81,146,0.032236753082390775,88.14841641925291,3
Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Change Delivery Indicator -> Record Invoice Receipt -> Clear Invoice,80,147,0.03183876847643533,88.18025518772934,6
Create Purchase Order Item -> Vendor creates invoice -> Record Invoice Receipt -> Record Goods Receipt -> Change Price -> Remove Payment Block -> Clear Invoice,80,148,0.03183876847643533,88.21209395620578,7
Create Purchase Requisition Item -> Release Purchase Requisition -> Create Purchase Order Item -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt,79,149,0.03144078387047989,88.24353474007626,6
Create Purchase Order Item -> Vendor creates invoice -> Vendor creates debit memo -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice -> Cancel Invoice Receipt -> Record Invoice Receipt -> Clear Invoice,77,150,0.030644814658569008,88.27417955473483,9
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Price -> Receive Order Confirmation -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt,76,151,0.030246830052613565,88.30442638478745,7
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Quantity -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block,76,152,0.030246830052613565,88.33467321484007,7
Create Purchase Order Item -> Change Approval for Purchase Order -> Change Quantity -> Record Goods Receipt -> Vendor creates invoice -> Record Invoice Receipt -> Clear Invoice,76,153,0.030246830052613565,88.36492004489268,7
Create Purchase Requisition Item -> Create Purchase Order Item -> Change Price -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,76,154,0.030246830052613565,88.3951668749453,8
Create Purchase Order Item -> Record Goods Receipt -> Vendor creates debit memo -> Vendor creates invoice -> Record Invoice Receipt -> Cancel Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Clear Invoice,75,155,0.029848845446658123,88.42501572039197,9
Create Purchase Order Item -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice -> Cancel Invoice Receipt,75,156,0.029848845446658123,88.45486456583863,7
Create Purchase Order Item -> Vendor creates debit memo -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Cancel Invoice Receipt -> Clear Invoice -> Record Invoice Receipt -> Remove Payment Block -> Clear Invoice,74,157,0.02945086084070268,88.48431542667933,10
Create Purchase Order Item -> Record Goods Receipt -> Cancel Goods Receipt -> Record Goods Receipt,73,158,0.02905287623474724,88.51336830291407,4
Vendor creates invoice -> Create Purchase Order Item -> Change Approval for Purchase Order -> Record Invoice Receipt -> Clear Invoice,72,159,0.028654891628791798,88.54202319454286,5
Create Purchase Order Item -> Change Price -> Change Price -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice,71,160,0.028256907022836356,88.5702801015657,7
Create Purchase Order Item -> Change Quantity -> Change Price -> Vendor creates invoice -> Record Goods Receipt -> Record Invoice Receipt -> Clear Invoice,70,161,0.027858922416880916,88.59813902398258,7
Create Purchase Order Item -> Record Service Entry Sheet -> Record Service Entry Sheet -> Record Goods Receipt,69,162,0.027460937810925474,88.62559996179351,4
