case_id,reason,case_min_timestamp,case_max_timestamp,total_events
4507000647_00010,extreme_timestamp_before2017_or_after2019,2001-01-23T22:59:00+00:00,2019-01-17T16:52:00+00:00,833
4507000667_00010,left_censored_case_started_before2018,2017-12-30T23:00:00+00:00,2018-02-08T13:44:00+00:00,6
4507000681_00010,left_censored_case_started_before2018,2017-12-30T23:00:00+00:00,2018-01-04T12:00:00+00:00,3
4507000703_00010,left_censored_case_started_before2018,2017-12-30T23:00:00+00:00,2019-01-03T15:12:00+00:00,14
4507000844_00010,left_censored_case_started_before2018,2017-12-31T22:59:00+00:00,2018-04-05T13:49:00+00:00,5
4507000845_00010,left_censored_case_started_before2018,2017-12-14T22:59:00+00:00,2018-03-08T12:21:00+00:00,5
4507000846_00010,left_censored_case_started_before2018,2017-01-05T22:59:00+00:00,2018-01-11T15:01:00+00:00,6
4507000846_00020,left_censored_case_started_before2018,2017-01-05T22:59:00+00:00,2018-01-11T15:01:00+00:00,6
4507000846_00030,left_censored_case_started_before2018,2017-01-05T22:59:00+00:00,2018-01-11T15:01:00+00:00,6
4507000846_00040,left_censored_case_started_before2018,2017-01-05T22:59:00+00:00,2018-01-11T15:01:00+00:00,6
4507000846_00060,left_censored_case_started_before2018,2017-01-05T22:59:00+00:00,2018-01-11T15:01:00+00:00,6
4507000846_00080,left_censored_case_started_before2018,2017-01-05T22:59:00+00:00,2018-01-11T15:01:00+00:00,6
4507000846_00090,left_censored_case_started_before2018,2017-01-05T22:59:00+00:00,2018-01-11T15:01:00+00:00,6
4507000846_00100,left_censored_case_started_before2018,2017-01-05T22:59:00+00:00,2018-01-11T15:01:00+00:00,6
4507000846_00110,left_censored_case_started_before2018,2017-01-05T22:59:00+00:00,2018-01-11T15:01:00+00:00,6
4507000846_00120,left_censored_case_started_before2018,2017-01-05T22:59:00+00:00,2018-01-11T15:01:00+00:00,6
4507000846_00130,left_censored_case_started_before2018,2017-01-05T22:59:00+00:00,2018-01-11T15:01:00+00:00,6
4507000879_00110,left_censored_case_started_before2018,2017-10-23T21:59:00+00:00,2019-01-17T15:48:00+00:00,251
4507000898_00010,left_censored_case_started_before2018,2017-12-31T22:59:00+00:00,2019-01-02T15:36:00+00:00,109
4507000902_00010,left_censored_case_started_before2018,2017-11-27T22:59:00+00:00,2018-12-20T13:48:00+00:00,39
4507000935_00010,left_censored_case_started_before2018,2017-12-29T22:59:00+00:00,2018-01-25T15:51:00+00:00,6
4507000935_00020,left_censored_case_started_before2018,2017-12-29T22:59:00+00:00,2018-01-25T15:51:00+00:00,5
4507000935_00030,left_censored_case_started_before2018,2017-12-29T22:59:00+00:00,2018-01-25T15:51:00+00:00,5
4507000935_00040,left_censored_case_started_before2018,2017-12-29T22:59:00+00:00,2018-01-25T15:51:00+00:00,5
4507000935_00050,left_censored_case_started_before2018,2017-12-29T22:59:00+00:00,2018-01-25T15:51:00+00:00,5
4507000935_00060,left_censored_case_started_before2018,2017-12-29T22:59:00+00:00,2018-01-25T15:51:00+00:00,5
4507000935_00070,left_censored_case_started_before2018,2017-12-29T22:59:00+00:00,2018-01-25T15:51:00+00:00,5
4507000959_00010,left_censored_case_started_before2018,2017-12-22T22:59:00+00:00,2018-03-08T12:21:00+00:00,5
4507000961_00010,left_censored_case_started_before2018,2017-12-14T22:59:00+00:00,2018-03-08T12:21:00+00:00,5
4507000962_00010,left_censored_case_started_before2018,2017-12-22T22:59:00+00:00,2018-03-08T12:20:00+00:00,6
4507000963_00010,left_censored_case_started_before2018,2017-12-31T22:59:00+00:00,2018-04-05T13:49:00+00:00,5
4507001097_00010,left_censored_case_started_before2018,2017-05-31T21:59:00+00:00,2019-01-04T22:59:00+00:00,268
4507001140_00010,left_censored_case_started_before2018,2017-12-29T22:59:00+00:00,2018-01-25T15:51:00+00:00,5
4507001140_00020,left_censored_case_started_before2018,2017-12-29T22:59:00+00:00,2018-01-25T15:51:00+00:00,5
4507001228_00010,left_censored_case_started_before2018,2017-12-31T22:59:00+00:00,2018-01-25T15:54:00+00:00,5
4507001228_00020,left_censored_case_started_before2018,2017-12-31T22:59:00+00:00,2018-01-25T15:54:00+00:00,5
4507001318_00001,left_censored_case_started_before2018,2017-12-23T22:59:00+00:00,2018-02-22T15:19:00+00:00,88
4507001369_00010,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00020,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00030,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00040,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00050,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00060,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00070,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00080,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00090,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00100,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00110,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00120,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00130,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00140,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00150,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00160,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00170,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00180,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00190,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00200,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00210,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00220,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00230,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00240,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00250,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00260,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00270,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00280,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00290,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00300,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00310,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00320,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00330,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00340,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00350,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00360,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00370,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00380,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00390,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00400,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00410,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00420,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00430,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00440,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00450,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00460,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00470,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00480,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00490,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00500,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00510,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00520,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00530,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00540,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00550,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00560,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00570,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00580,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00590,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00600,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00610,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00620,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00630,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00640,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00650,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00660,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00670,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00680,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00690,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00700,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00710,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001369_00720,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-01-25T15:53:00+00:00,5
4507001443_00010,left_censored_case_started_before2018,2017-12-31T22:59:00+00:00,2018-12-17T10:55:00+00:00,55
4507001671_00010,left_censored_case_started_before2018,2017-12-31T22:59:00+00:00,2018-04-05T13:49:00+00:00,5
4507001695_00010,left_censored_case_started_before2018,2017-05-09T21:59:00+00:00,2018-07-20T06:04:00+00:00,8
4507001814_00010,left_censored_case_started_before2018,2017-12-19T22:59:00+00:00,2018-06-28T12:03:00+00:00,52
4507001973_00010,left_censored_case_started_before2018,2017-10-26T21:59:00+00:00,2019-01-17T16:36:00+00:00,745
4507002141_00010,left_censored_case_started_before2018,2017-12-31T22:59:00+00:00,2018-04-05T13:49:00+00:00,5
4507002143_00010,left_censored_case_started_before2018,2017-12-31T22:59:00+00:00,2018-04-05T13:49:00+00:00,5
4507002186_00010,left_censored_case_started_before2018,2017-12-20T22:59:00+00:00,2018-07-16T00:07:00+00:00,7
4507002377_00010,left_censored_case_started_before2018,2017-11-17T22:59:00+00:00,2018-03-01T13:05:00+00:00,10
4507003733_00010,left_censored_case_started_before2018,2017-10-19T21:59:00+00:00,2018-03-22T12:31:00+00:00,5
4507003933_00010,left_censored_case_started_before2018,2017-12-31T22:59:00+00:00,2018-10-26T11:05:00+00:00,47
4507003966_00010,extreme_timestamp_before2017_or_after2019,2015-11-30T22:59:00+00:00,2019-01-04T22:59:00+00:00,75
4507003990_00010,left_censored_case_started_before2018,2017-12-19T22:59:00+00:00,2018-03-29T13:11:00+00:00,5
4507004220_00010,left_censored_case_started_before2018,2017-11-16T22:59:00+00:00,2018-01-25T15:51:00+00:00,5
4507004220_00020,left_censored_case_started_before2018,2017-11-16T22:59:00+00:00,2018-01-25T15:51:00+00:00,5
4507004931_00010,extreme_timestamp_before2017_or_after2019,1948-01-26T22:59:00+00:00,2018-05-09T12:08:00+00:00,10
4507004931_00020,extreme_timestamp_before2017_or_after2019,1948-01-26T22:59:00+00:00,2018-05-09T12:08:00+00:00,10
4507004931_00030,extreme_timestamp_before2017_or_after2019,1948-01-26T22:59:00+00:00,2018-05-09T12:08:00+00:00,10
4507004931_00040,extreme_timestamp_before2017_or_after2019,1948-01-26T22:59:00+00:00,2018-05-09T12:08:00+00:00,10
4507004931_00050,extreme_timestamp_before2017_or_after2019,1948-01-26T22:59:00+00:00,2018-05-09T12:08:00+00:00,10
4507005725_00010,extreme_timestamp_before2017_or_after2019,2016-04-04T21:59:00+00:00,2018-05-17T12:51:00+00:00,8
4507005744_00010,extreme_timestamp_before2017_or_after2019,2018-01-26T14:45:00+00:00,2020-04-09T21:59:00+00:00,81
4507007815_00010,left_censored_case_started_before2018,2017-12-31T22:59:00+00:00,2019-01-17T11:10:00+00:00,76
4507007819_00010,left_censored_case_started_before2018,2017-12-31T22:59:00+00:00,2019-01-03T15:12:00+00:00,85
4507007862_00120,case_started_after2018,2019-01-08T11:38:00+00:00,2019-01-17T15:10:00+00:00,2
4507009253_00010,left_censored_case_started_before2018,2017-09-29T21:59:00+00:00,2018-06-28T12:06:00+00:00,52
4507009254_00010,left_censored_case_started_before2018,2017-08-31T21:59:00+00:00,2018-12-20T13:43:00+00:00,16
4507009272_00010,left_censored_case_started_before2018,2017-11-03T22:59:00+00:00,2018-02-22T15:19:00+00:00,5
4507009482_00010,left_censored_case_started_before2018,2017-02-28T22:59:00+00:00,2018-02-15T13:51:00+00:00,120
4507009522_00010,extreme_timestamp_before2017_or_after2019,2001-02-19T22:59:00+00:00,2018-10-16T15:54:00+00:00,16
4507010301_00010,extreme_timestamp_before2017_or_after2019,2015-03-08T22:59:00+00:00,2018-03-22T12:31:00+00:00,7
4507012263_00010,left_censored_case_started_before2018,2017-02-03T23:00:00+00:00,2018-03-12T10:30:00+00:00,4
4507012472_00120,case_started_after2018,2019-01-04T09:13:00+00:00,2019-01-09T15:24:00+00:00,4
4507012794_00010,extreme_timestamp_before2017_or_after2019,2001-04-12T21:59:00+00:00,2018-11-05T09:10:00+00:00,16
2000013464_00001,left_censored_case_started_before2018,2017-06-21T21:59:00+00:00,2018-03-22T12:30:00+00:00,13
2000013521_00001,left_censored_case_started_before2018,2017-12-29T22:59:00+00:00,2019-01-17T11:03:00+00:00,39
2000013531_00001,left_censored_case_started_before2018,2017-12-15T22:59:00+00:00,2018-06-15T09:25:00+00:00,13
2000013555_00001,extreme_timestamp_before2017_or_after2019,2001-04-27T21:59:00+00:00,2018-08-20T09:28:00+00:00,18
4507013723_00010,extreme_timestamp_before2017_or_after2019,2001-04-05T21:59:00+00:00,2018-11-08T07:52:00+00:00,28
4507014062_00010,extreme_timestamp_before2017_or_after2019,1993-05-18T21:59:00+00:00,2018-04-12T12:08:00+00:00,5
4507014062_00020,extreme_timestamp_before2017_or_after2019,1993-05-18T21:59:00+00:00,2018-04-12T12:08:00+00:00,5
4507014062_00030,extreme_timestamp_before2017_or_after2019,1993-05-18T21:59:00+00:00,2018-04-12T12:08:00+00:00,5
4507014062_00040,extreme_timestamp_before2017_or_after2019,1993-05-18T21:59:00+00:00,2018-04-12T12:08:00+00:00,5
4507014062_00050,extreme_timestamp_before2017_or_after2019,1993-05-18T21:59:00+00:00,2018-04-12T12:08:00+00:00,5
4507014062_00060,extreme_timestamp_before2017_or_after2019,1993-05-18T21:59:00+00:00,2018-04-12T12:08:00+00:00,5
4507014062_00070,extreme_timestamp_before2017_or_after2019,1993-05-18T21:59:00+00:00,2018-04-12T12:08:00+00:00,5
4507014062_00080,extreme_timestamp_before2017_or_after2019,1993-05-18T21:59:00+00:00,2018-04-12T12:08:00+00:00,5
4507014062_00090,extreme_timestamp_before2017_or_after2019,1993-05-18T21:59:00+00:00,2018-04-12T12:08:00+00:00,5
4507016527_00010,left_censored_case_started_before2018,2017-12-06T23:00:00+00:00,2018-03-16T08:30:00+00:00,3
4507017103_00010,extreme_timestamp_before2017_or_after2019,2001-04-24T21:59:00+00:00,2018-12-20T13:24:00+00:00,21
4507017103_00020,extreme_timestamp_before2017_or_after2019,2001-04-24T21:59:00+00:00,2018-09-21T12:25:00+00:00,19
4507017103_00030,extreme_timestamp_before2017_or_after2019,2001-04-24T21:59:00+00:00,2018-09-21T12:25:00+00:00,14
4507018023_00010,extreme_timestamp_before2017_or_after2019,2001-04-12T21:59:00+00:00,2018-11-05T08:25:00+00:00,13
4507019322_00010,extreme_timestamp_before2017_or_after2019,2018-03-27T12:45:00+00:00,2020-04-06T21:59:00+00:00,13
4507020620_00010,left_censored_case_started_before2018,2017-04-18T21:59:00+00:00,2018-05-09T12:09:00+00:00,7
4507020620_00020,left_censored_case_started_before2018,2017-04-18T21:59:00+00:00,2018-05-09T12:09:00+00:00,6
4507020620_00030,left_censored_case_started_before2018,2017-04-18T21:59:00+00:00,2018-05-09T12:09:00+00:00,6
4507020620_00040,left_censored_case_started_before2018,2017-04-18T21:59:00+00:00,2018-05-09T12:09:00+00:00,7
4507020620_00050,left_censored_case_started_before2018,2017-04-18T21:59:00+00:00,2018-05-09T12:09:00+00:00,6
4507020620_00060,left_censored_case_started_before2018,2017-04-18T21:59:00+00:00,2018-07-05T12:11:00+00:00,10
4507020620_00080,left_censored_case_started_before2018,2017-04-18T21:59:00+00:00,2018-05-09T12:09:00+00:00,6
4507020759_00010,left_censored_case_started_before2018,2017-11-16T22:59:00+00:00,2018-04-06T07:40:00+00:00,5
4507020761_00010,left_censored_case_started_before2018,2017-07-17T21:59:00+00:00,2018-11-15T14:35:00+00:00,18
4507020766_00010,left_censored_case_started_before2018,2017-12-15T22:59:00+00:00,2018-10-12T00:23:00+00:00,6
4507024629_00010,left_censored_case_started_before2018,2017-02-03T23:00:00+00:00,2018-05-03T07:10:00+00:00,3
4507027474_00010,extreme_timestamp_before2017_or_after2019,2001-04-10T21:59:00+00:00,2019-01-10T14:45:00+00:00,990
4507030655_00010,left_censored_case_started_before2018,2017-12-04T22:59:00+00:00,2018-10-26T09:49:00+00:00,8
4507030967_00010,extreme_timestamp_before2017_or_after2019,2001-06-30T21:59:00+00:00,2018-11-30T08:38:00+00:00,8
4507031332_00010,extreme_timestamp_before2017_or_after2019,2001-06-14T21:59:00+00:00,2018-10-09T14:11:00+00:00,11
4507032025_00030,extreme_timestamp_before2017_or_after2019,2001-06-08T21:59:00+00:00,2018-11-29T13:05:00+00:00,10
4507035032_00360,case_started_after2018,2019-01-08T08:36:00+00:00,2019-01-08T08:36:00+00:00,1
4507035114_00010,extreme_timestamp_before2017_or_after2019,2001-07-16T21:59:00+00:00,2018-11-30T12:18:00+00:00,10
4507035116_00010,extreme_timestamp_before2017_or_after2019,2001-07-11T21:59:00+00:00,2018-11-30T12:18:00+00:00,10
4507036538_00020,extreme_timestamp_before2017_or_after2019,2001-06-15T21:59:00+00:00,2018-09-28T08:27:00+00:00,9
4507037128_00010,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,6
4507037128_00020,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00030,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00040,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00050,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,6
4507037128_00060,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00070,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,11
4507037128_00080,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00090,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00100,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00110,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00120,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00130,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00150,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,6
4507037128_00160,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,6
4507037128_00170,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,12
4507037128_00180,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,6
4507037128_00190,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00200,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00210,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00220,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,6
4507037128_00230,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00240,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,6
4507037128_00250,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,6
4507037128_00260,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00270,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00280,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00290,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00300,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00310,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00320,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00330,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
4507037128_00340,extreme_timestamp_before2017_or_after2019,2008-06-19T21:59:00+00:00,2018-09-14T11:16:00+00:00,5
